date,i,n_pool,max_block_day,trunc_load,trunc_pv,trunc_price,mean_abs_dev_load,mean_abs_dev_pv,mean_abs_dev_price,cold_start
2025-02-18,48,30,47,0,9,0,4.240030362932648,9.892890667438278,0.02510545908558395,0
2025-02-19,49,30,46,0,0,0,4.343438141861612,10.69599150077161,0.010824735375696086,0
2025-02-20,50,30,49,0,2,0,10.321550770993163,13.83538079539608,0.02616910727358912,0
2025-02-21,51,30,50,21,0,0,31.198823102887395,7.131124288837457,0.033429980592948376,0
2025-02-22,52,30,51,8,3,0,15.469124589424167,8.173615708590534,0.05856904067045053,0
2025-02-23,53,30,52,0,3,0,4.96633947094809,9.881095628215014,0.020806346330592942,0
2025-02-24,54,30,52,0,22,0,3.899567686992987,12.932041023662558,0.02769778598535249,0
2025-02-25,55,30,54,0,6,0,3.3185373180768667,11.699054994855976,0.03225161392667005,0
2025-02-26,56,30,53,0,0,0,12.568986940675924,18.303182426697543,0.023094225952716835,0
2025-02-27,57,30,55,0,3,0,11.593979003712773,16.642907860725302,0.05709420701495423,0
2025-02-28,58,30,56,0,24,0,4.284052694290224,11.461694250900209,0.0249738563251284,0
2025-03-01,59,30,58,8,12,2,12.356216704887006,11.756758854166666,0.037236886075231596,0
2025-03-02,60,30,59,0,28,0,26.219565894701375,18.870234097222223,0.025757052469909267,0
2025-03-03,61,30,60,0,3,0,3.5630670786973986,13.569300763888878,0.012751430123841256,0
2025-03-04,62,30,61,0,14,0,5.718643466500718,9.772640941358018,0.012403095767003087,0
2025-03-05,63,30,62,0,1,0,4.504860814846976,13.116918036265455,0.008256511938424875,0
2025-03-06,64,30,62,0,1,0,5.226981547658596,23.52793682355966,0.01426272368904943,0
2025-03-07,65,30,64,0,13,0,4.355537398219026,14.762639223251007,0.01746011893584053,0
2025-03-08,66,30,65,0,8,5,4.192168853984392,17.265735317644037,0.01616124264230842,0
2025-03-09,67,30,65,0,0,0,4.673198846051579,14.358568823302468,0.019256527948136766,0
2025-03-10,68,30,67,0,2,0,3.9165595937652253,18.389530372942385,0.014690394822806195,0
2025-03-11,69,30,68,0,3,0,5.129473140058715,20.877961379243803,0.014746555770113282,0
2025-03-12,70,30,69,0,20,0,6.212742744696444,17.16329061085391,0.05517664311900873,0
2025-03-13,71,30,69,0,5,0,4.106801680126809,12.122799711291151,0.015209933265022763,0
2025-03-14,72,30,71,0,0,0,4.33924527772387,18.998568638117277,0.012491189532058317,0
2025-03-15,73,30,72,0,2,4,3.838610244136831,10.012572928240752,0.009753008342276116,0
2025-03-16,74,30,72,0,3,0,3.9352658291976996,16.08805609953704,0.021315302432769242,0
2025-03-17,75,30,74,0,0,0,3.6773612525186814,10.916984193672851,0.023375262068588674,0
2025-03-18,76,30,75,0,0,0,5.372999225912251,18.69808639274691,0.020393070000895953,0
2025-03-19,77,30,75,0,0,0,4.0842853410955975,16.568336640946487,0.03769032917607795,0
2025-03-20,78,30,77,0,3,0,3.519497290020192,9.014589157664611,0.027649892756052966,0
2025-03-21,79,30,77,0,0,0,5.024536278455113,8.431304831532913,0.032483863580262146,0
2025-03-22,80,30,76,0,1,4,3.8509786352594286,13.045629811599772,0.014104910921854282,0
2025-03-23,81,30,79,0,0,55,3.863204568905375,9.216217479423872,0.04720965735413188,0
2025-03-24,82,30,81,0,0,0,5.27526666907465,16.09505225694444,0.017426356280707565,0
2025-03-25,83,30,82,0,0,0,4.776551817747759,14.281511628086418,0.03732603023943596,0
2025-03-26,84,30,83,0,0,0,3.162510681259606,18.226478302469136,0.013075082807506352,0
2025-03-27,85,30,83,0,0,0,3.5736797725832994,16.534639911265426,0.012984641465677018,0
2025-03-28,86,30,85,0,0,0,4.5438227612966955,16.387318157150204,0.03491763966728348,0
2025-03-29,87,30,86,0,0,58,3.5383566348363313,16.433108742283967,0.03582335182114562,0
2025-03-30,88,30,85,0,0,68,3.624816208803568,21.720754377572003,0.028118998705333964,0
2025-03-31,89,30,84,0,0,0,4.3033670033509095,15.037046140689291,0.008932673090143374,0
2025-04-01,90,30,88,0,0,0,4.132234609645168,16.64343662422838,0.016836843253983578,0
2025-04-02,91,30,90,0,4,0,3.538851464293787,20.68312428755145,0.043104225923127126,0
2025-04-03,92,30,91,0,8,0,4.143417752408918,21.211104715792167,0.010477751681256012,0
2025-04-04,93,30,86,0,0,0,4.655106524202018,10.86749099408435,0.03869296107913853,0
2025-04-05,94,30,88,0,0,27,5.143145922468986,17.517024625771608,0.0126253736296588,0
2025-04-06,95,30,90,0,0,0,4.402273484787718,21.40862130401234,0.015267496628915503,0
2025-04-07,96,30,95,0,4,0,3.9258435890707974,18.792184196244836,0.014697014272214093,0
2025-04-08,97,30,96,0,8,0,3.539397930440799,8.610647743055539,0.032205430974168614,0
2025-04-09,98,30,97,0,0,0,4.015396694924649,18.133507411265434,0.012132477404786264,0
2025-04-10,99,30,96,0,8,0,3.321223722769189,12.591656797839512,0.014886131054577374,0
2025-04-11,100,30,99,0,0,0,3.592203091361311,18.7052179243827,0.03300519336777975,0
2025-04-12,101,30,100,0,12,62,4.026781942532918,11.84132092592592,0.03154153357128989,0
2025-04-13,102,30,101,0,14,0,3.247069326722409,15.053654787808645,0.02124058808222289,0
2025-04-14,103,30,102,0,8,0,4.276795382709848,14.184097699331264,0.023066078623929714,0
2025-04-15,104,30,103,0,0,0,4.656686866674057,20.37959238811729,0.014170613305280886,0
2025-04-16,105,30,104,0,6,0,4.470768396507846,21.803951574074077,0.023933106317776065,0
2025-04-17,106,30,104,0,4,0,3.6423194367784837,17.47809040123455,0.016663142522005434,0
2025-04-18,107,30,106,0,14,0,4.464464693386786,17.454052934670784,0.009295240029806461,0
2025-04-19,108,30,106,0,0,40,4.051561506267802,18.9050416563786,0.013444831369325262,0
2025-04-20,109,30,107,0,6,0,3.422255451300564,19.647393440072012,0.008473914011635303,0
2025-04-21,110,30,106,0,7,0,3.904093628481384,14.349491904578189,0.02782993714392226,0
2025-04-22,111,30,107,0,2,0,3.969399089272559,25.974559059284992,0.013444103518953109,0
2025-04-23,112,30,111,0,3,0,3.951825158231209,18.841721579218113,0.036712790573722856,0
2025-04-24,113,30,112,0,6,0,3.5606937739649447,16.24653888245884,0.03335727264165266,0
2025-04-25,114,30,111,0,5,0,3.342431538392684,15.661552909593626,0.031450291583610644,0
2025-04-26,115,30,114,0,6,53,4.471618684554158,12.157055461676967,0.03546951717997082,0
2025-04-27,116,30,115,0,15,0,3.465590600214413,14.472762469135798,0.06000828876978511,0
2025-04-28,117,30,116,0,23,0,3.9122820513893797,12.912669201388882,0.03345819376980472,0
2025-04-29,118,30,117,0,4,0,3.0641631621366696,11.701141898148148,0.04073881215755394,0
2025-04-30,119,30,118,0,22,0,4.580216095080464,8.981066842849792,0.02030527299255632,0
2025-05-01,120,30,118,0,6,0,3.2188712218484703,14.429431923868302,0.028674610606339974,0
2025-05-02,121,30,118,0,75,38,3.5338247447401407,7.8963673231738705,0.02641243144252955,0
2025-05-03,122,30,121,0,17,38,4.140816140897844,11.612265130529831,0.0296332453686762,0
2025-05-04,123,30,121,0,6,0,3.905393494508632,11.79739855324075,0.049088774944804764,0
2025-05-05,124,30,123,0,75,0,5.243786001814073,11.028463755787048,0.029344597035354122,0
2025-05-06,125,30,124,0,4,0,4.2920870611009985,6.962891015946492,0.02704514061719363,0
2025-05-07,126,30,124,0,25,0,5.541637072412728,15.1323550623714,0.026700349839683654,0
2025-05-08,127,30,126,0,3,0,5.12184067590021,7.710727190715033,0.03582808038531857,0
2025-05-09,128,30,126,0,0,33,5.442721272442205,12.492684571759266,0.02707457796186763,0
2025-05-10,129,30,127,0,4,38,5.012233695330455,11.962714624485594,0.01875857186211222,0
2025-05-11,130,30,128,0,0,0,3.538406529547041,10.754019158950625,0.028696351709069454,0
2025-05-12,131,30,130,0,6,0,4.351703146466149,8.284273019547319,0.01845731383836753,0
2025-05-13,132,30,131,0,0,0,4.821648256548555,7.693193267746911,0.012352392329827877,0
2025-05-14,133,30,131,0,50,0,5.342918702771451,9.453249279835385,0.014040251905639437,0
2025-05-15,134,30,133,0,20,0,4.427575197428226,6.263844957561741,0.0233269016080402,0
2025-05-16,135,30,134,0,14,43,4.316915057578844,8.150733439429011,0.029800104082972234,0
2025-05-17,136,30,135,0,6,20,3.97731947853819,7.845966684027784,0.011392664149542236,0
2025-05-18,137,30,136,0,12,0,4.3157570679902975,7.450172864583335,0.016198294242672027,0
2025-05-19,138,30,136,0,8,0,4.730655314921615,8.277818892746886,0.013345847872907511,0
2025-05-20,139,30,136,0,14,0,4.050987081527774,6.816793745498982,0.012224432969321509,0
2025-05-21,140,30,137,0,7,0,5.46136229429643,8.492683923611107,0.016109807293128203,0
2025-05-22,141,30,140,0,9,0,4.773892616523702,8.674620205761318,0.012538704306308506,0
2025-05-23,142,30,140,0,0,0,7.87763234975486,7.2744277662037105,0.014250455259461281,0
2025-05-24,143,30,141,0,6,11,4.342552162240574,6.332198132716049,0.011089667790842223,0
2025-05-25,144,30,143,0,0,0,5.227538161623736,14.021215313786014,0.012856379555302975,0
2025-05-26,145,30,144,0,3,0,3.8018199912496535,9.13341227816359,0.010002021004370596,0
2025-05-27,146,30,145,0,0,0,5.3955725807323605,9.298620172325094,0.011167771208061969,0
2025-05-28,147,30,146,0,11,0,4.061137748907511,6.428892213863162,0.012704834820406083,0
2025-05-29,148,30,147,0,4,0,4.335837428431295,6.982214173739702,0.01071283648413006,0
2025-05-30,149,30,148,0,8,9,4.523637503982395,6.551029894547319,0.010991886502459235,0
2025-05-31,150,30,147,0,6,0,4.349755815921971,9.03222176568928,0.011456349771283753,0
2025-06-01,151,30,149,0,8,0,5.203037951839101,11.36603799382717,0.016224642945041515,0
2025-06-02,152,30,151,0,18,0,4.1368087537852425,7.110090127957819,0.009421996482641646,0
2025-06-03,153,30,152,0,20,0,4.328381122617934,6.110772485210896,0.011168180379862587,0
2025-06-04,154,30,153,0,8,0,4.131861922125452,6.0523557793209815,0.009320736519593573,0
2025-06-05,155,30,154,0,4,0,4.953514862188744,16.24281278549383,0.009901771162565388,0
2025-06-06,156,30,154,0,32,0,4.829893375761892,15.368430932998958,0.01117195619196316,0
2025-06-07,157,30,155,0,23,0,5.8838546275142125,8.680619338348762,0.011780656040545243,0
2025-06-08,158,30,156,0,3,0,8.504024043840367,8.509665741383742,0.012816630330877625,0
2025-06-09,159,30,158,0,24,0,4.55159768797811,13.94200305105453,0.007993442388776965,0
2025-06-10,160,30,159,0,2,0,7.436500463363334,15.661904960133743,0.010727146033043821,0
2025-06-11,161,30,160,0,18,0,4.830946864987814,8.827005156893009,0.009856145074979273,0
2025-06-12,162,30,161,0,10,0,4.367190125374922,10.30650582818931,0.007992023529802618,0
2025-06-13,163,30,161,0,0,0,6.695622973055395,14.030209706790124,0.018305606441136393,0
2025-06-14,164,30,163,0,4,0,4.923789141521925,6.457759375643003,0.009940558784408995,0
2025-06-15,165,30,164,0,1,0,7.495708994756638,7.7412491441615146,0.01092014981239526,0
2025-06-16,166,30,165,0,12,0,4.917219562961285,11.279109251543202,0.018349441240627422,0
2025-06-17,167,30,166,0,9,0,5.511302947064917,14.18098577417695,0.011269020720702773,0
2025-06-18,168,30,166,0,0,0,6.712287358615153,9.254536504629625,0.014596975985789858,0
2025-06-19,169,30,168,0,3,0,4.861140608776183,11.714714272119345,0.00999433139659022,0
2025-06-20,170,30,168,0,34,0,5.507243853662724,6.865504430298354,0.012098839146822618,0
2025-06-21,171,30,169,0,18,3,4.590789599518914,6.326597919238695,0.011290920671620049,0
2025-06-22,172,30,171,0,0,0,6.449091021936171,6.389405632716044,0.017013509710568094,0
2025-06-23,173,30,172,0,41,0,6.21846737184566,9.31720385159465,0.010031193922107048,0
2025-06-24,174,30,173,0,44,0,5.752912361049502,11.554902407407404,0.008727747385011352,0
2025-06-25,175,30,174,0,63,0,4.925005544657839,10.45873372878087,0.013169997745236799,0
2025-06-26,176,30,173,0,66,0,5.8801281810183665,10.117674009130662,0.012189259208716935,0
2025-06-27,177,30,176,0,54,0,7.052177863230622,12.984694708719129,0.028884223351862432,0
2025-06-28,178,30,176,0,125,0,5.504052997567347,7.936555025720163,0.011255308970589989,0
2025-06-29,179,30,178,0,140,0,5.4236588876021194,6.482601867926944,0.010995057290575322,0
2025-06-30,180,30,179,0,195,0,4.819799120406992,4.926384679783947,0.012758006519171567,0
2025-07-01,181,30,179,0,149,0,5.485203964936041,11.895212751414613,0.012786044804506503,0
2025-07-02,182,30,180,0,202,0,5.013178188418098,8.753899814814808,0.03756528171674652,0
2025-07-03,183,30,182,0,208,0,5.171626597804828,14.112466401105953,0.05146466160312059,0
2025-07-04,184,30,182,0,158,0,5.445185124688796,4.651430715020583,0.010355898302095986,0
2025-07-05,185,30,184,0,157,50,8.10220085606386,12.19443755144033,0.02997425137921155,0
2025-07-06,186,30,185,0,179,86,10.723902247935191,11.619736343878595,0.05690710880770486,0
2025-07-07,187,30,185,0,204,0,5.475938417945271,7.086168440072019,0.033114278713154505,0
2025-07-08,188,30,187,0,166,0,6.690579091731973,10.661006811985608,0.00692619146976101,0
2025-07-09,189,30,188,0,233,1,6.056191695208141,5.537294929269555,0.020852614113481487,0
2025-07-10,190,30,189,0,196,0,5.612765162560826,8.399627362397126,0.01014362759610321,0
2025-07-11,191,30,190,0,161,1,6.998980139218052,10.985171909079227,0.013297028334923348,0
2025-07-12,192,30,190,0,229,15,5.051969190234887,14.665838466435194,0.01804087941571931,0
2025-07-13,193,30,190,0,201,0,7.910529661501834,6.706134632844658,0.013707147711382012,0
2025-07-14,194,30,193,0,171,2,6.101466311805591,7.004959655992793,0.03787751460544728,0
2025-07-15,195,30,194,0,92,0,5.693110427097453,11.76365682677469,0.016506890682376943,0
2025-07-16,196,30,195,0,155,0,8.133487329416646,5.520738543595686,0.013086287066008078,0
2025-07-17,197,30,196,0,209,0,5.946063661521077,6.613535895704735,0.01947720793387863,0
2025-07-18,198,30,197,0,167,0,5.9667152439404125,10.30068213734568,0.018644079738158084,0
2025-07-19,199,30,197,0,128,21,5.89165866240296,14.081287101337457,0.02451396884707921,0
2025-07-20,200,30,198,0,85,6,5.709730146652644,14.017063958976344,0.009256143845931566,0
2025-07-21,201,30,199,0,69,2,7.4990925937677275,8.991116181841562,0.01224487038981142,0
2025-07-22,202,30,201,0,73,6,5.716049482696188,10.96529054269548,0.0120212751546886,0
2025-07-23,203,30,202,0,93,0,5.567323871157102,8.306364174382729,0.019075868714659303,0
2025-07-24,204,30,203,0,61,0,7.520633403959256,9.004913924897117,0.013487605351160191,0
2025-07-25,205,30,204,0,53,0,6.409337885288713,11.30316987075618,0.030140773983239475,0
2025-07-26,206,30,201,0,27,18,9.898928126613262,6.926606363168714,0.009821019539806318,0
2025-07-27,207,30,205,0,19,0,7.129310185314604,7.031883542309671,0.04483641307259459,0
2025-07-28,208,30,207,0,37,0,5.822539043085841,6.521131632587438,0.010084593206202478,0
2025-07-29,209,30,208,0,21,0,5.043806903172048,8.208170527263363,0.0291599617301823,0
2025-07-30,210,30,209,0,18,0,6.332487917609195,16.32062895961935,0.020397084986300332,0
2025-07-31,211,30,210,0,21,0,8.823739629812174,8.009846427469133,0.03310407905467276,0
2025-08-01,212,30,211,0,4,5,8.569151944945913,5.279666336805585,0.01081865680436269,0
2025-08-02,213,30,211,0,16,0,5.880909432132356,9.143418176440317,0.016325573956261434,0
2025-08-03,214,30,213,0,3,0,9.17106545180543,10.872652665252055,0.01372837222702381,0
2025-08-04,215,30,214,0,29,0,5.6382482539774985,10.871693321759269,0.012495056465002898,0
2025-08-05,216,30,214,0,17,0,7.103938081357391,9.802477203575087,0.018027801594991465,0
2025-08-06,217,30,216,0,33,0,9.577217380500725,7.539895886702689,0.040515314961895324,0
2025-08-07,218,30,216,0,7,0,12.504506289118263,13.034741124614191,0.02455907365493711,0
2025-08-08,219,30,217,0,24,0,8.345502011623877,7.660311793338478,0.015178879569130475,0
2025-08-09,220,30,217,0,38,13,5.494413515158105,7.221274440586416,0.012829592629025763,0
2025-08-10,221,30,220,0,42,0,7.64328642041317,19.23645273726852,0.020757802720463712,0
2025-08-11,222,30,221,0,20,0,8.739791070687339,20.477573490869332,0.026556406001363983,0
2025-08-12,223,30,222,0,19,0,10.26529509826181,16.281875331790133,0.018167029575372456,0
2025-08-13,224,30,223,0,35,0,6.619457661567902,13.28650360596707,0.027422381566643544,0
2025-08-14,225,30,223,0,80,0,7.831982642911957,15.040398069058629,0.01689769105430698,0
2025-08-15,226,30,224,0,75,0,7.075649541947739,15.773749134516473,0.03321147365954217,0
2025-08-16,227,30,226,0,68,28,6.8928296449920525,9.682232199717097,0.027482009873299375,0
2025-08-17,228,30,227,0,81,0,5.731834539836371,23.805850523405347,0.035152703336551815,0
2025-08-18,229,30,226,0,113,0,6.016238163704599,10.435713571887854,0.0247051947079795,0
2025-08-19,230,30,229,0,61,0,5.09997818664352,23.55516452417696,0.02502336225223771,0
2025-08-20,231,30,230,0,108,0,5.196072821939712,14.023331948945476,0.02769608380959534,0
2025-08-21,232,30,229,0,107,0,5.641276331502363,12.420726831275706,0.023759981662864103,0
2025-08-22,233,30,232,0,98,0,4.778611836364707,22.64293017682613,0.04822491364167003,0
2025-08-23,234,30,232,0,85,52,4.750531482462256,19.404388777006165,0.04030495857338948,0
2025-08-24,235,30,233,0,129,0,5.06786705550684,21.880719904192375,0.038805634240166635,0
2025-08-25,236,30,234,0,138,0,4.727177846798863,17.716718116640948,0.03740242654619708,0
2025-08-26,237,30,236,0,165,0,4.87862343300059,21.790440278420775,0.02538268882135048,0
2025-08-27,238,30,237,0,172,0,5.252147774508857,8.997812172067917,0.016304464297323705,0
2025-08-28,239,30,238,0,124,0,5.119583274719239,23.124984900334383,0.009950989223484967,0
2025-08-29,240,30,239,0,198,21,5.901285346949075,21.66787571309154,0.013104502801385746,0
2025-08-30,241,30,240,0,174,48,5.556490820726235,8.042314233539088,0.032106803590105856,0
2025-08-31,242,30,241,0,178,0,6.120922757365617,18.624682683256168,0.013492587256090321,0
2025-09-01,243,30,242,0,192,0,5.7066085653256335,14.13295641911008,0.031362991325903894,0
2025-09-02,244,30,242,0,157,0,6.742319650432141,29.33834263824587,0.026181520441555486,0
2025-09-03,245,30,244,0,206,0,6.589210780858823,16.845613357767498,0.019227638571529742,0
2025-09-04,246,30,245,0,231,0,6.078992178335414,15.555342634387863,0.013631554172609006,0
2025-09-05,247,30,246,0,241,0,5.91230944979957,19.97190541152261,0.014575216801594614,0
2025-09-06,248,30,247,0,229,38,6.771862686621977,20.606646062242792,0.030076492262960792,0
2025-09-07,249,30,247,0,212,84,10.413852864738049,13.084117416409487,0.04518618813473058,0
2025-09-08,250,30,248,0,215,0,12.072930120004665,20.798646184413563,0.033510632794861966,0
2025-09-09,251,30,250,0,239,0,11.006450063963008,8.918381044238679,0.029851889510448665,0
2025-09-10,252,30,251,0,268,0,8.333746046917879,14.236696064171818,0.01807712090467873,0
2025-09-11,253,30,252,0,270,0,4.885299405443739,8.792642466563807,0.028650431175239164,0
2025-09-12,254,30,252,0,288,0,5.675239603140771,11.054340417952695,0.014055455975800293,0
2025-09-13,255,30,254,0,280,82,9.570930308027966,10.319765846836425,0.03251918724063065,0
2025-09-14,256,30,254,0,298,46,6.593902362972472,22.93698046939299,0.01579955523343453,0
2025-09-15,257,30,256,0,299,0,5.515397054360381,5.9236534381429955,0.020446512556740515,0
2025-09-16,258,30,257,0,296,0,5.522106393245465,17.689945797968115,0.020580067212400893,0
2025-09-17,259,30,254,0,303,0,9.572718991776162,6.619439626414597,0.031872041779215085,0
2025-09-18,260,30,257,0,308,0,6.981129582093636,9.47406891268005,0.01692971602700258,0
2025-09-19,261,30,260,0,324,0,5.60031609029234,14.99333006108541,0.016880121583607816,0
2025-09-20,262,30,260,0,323,36,6.947271608940042,12.564923628472217,0.020162748953380258,0
2025-09-21,263,30,260,0,329,34,6.933021843159291,11.87480572788068,0.021556232688323518,0
2025-09-22,264,30,263,0,321,0,7.244406663932029,12.54107147633746,0.019555748885770517,0
2025-09-23,265,30,264,0,309,0,5.165425418252261,12.928564467592604,0.013760350196775016,0
2025-09-24,266,30,265,0,295,0,6.1798326592510415,11.171861699459875,0.0297249388820343,0
2025-09-25,267,30,266,0,271,0,6.812204570241939,9.672551101466052,0.018990800349692423,0
2025-09-26,268,30,267,0,258,0,4.470031423382508,10.40779713027263,0.014217459550169552,0
2025-09-27,269,30,268,0,250,11,5.722294273960728,4.657242719264399,0.033508673583614014,0
2025-09-28,270,30,269,0,242,0,5.732710748427366,10.599616697530859,0.02346777589839753,0
2025-09-29,271,30,269,0,218,0,9.664439978598214,16.453927326388897,0.02106502622707741,0
2025-09-30,272,30,271,0,209,0,5.138310415192108,13.415274583976338,0.016518618298528867,0
2025-10-01,273,30,272,0,208,0,7.11979944931955,10.147274456018515,0.04351984888924138,0
2025-10-02,274,30,271,0,194,0,7.086700421486726,6.290893521090527,0.01975654804930446,0
2025-10-03,275,30,274,0,182,0,4.1241169975872,7.511905821759279,0.035864002301761795,0
2025-10-04,276,30,274,0,223,4,7.231788338010501,15.96316133937758,0.02011795125961639,0
2025-10-05,277,30,276,0,172,0,21.955515643154804,13.919534658564816,0.01777696343124295,0
2025-10-06,278,30,276,0,172,0,6.043070357645609,14.212421649948574,0.04486942130281514,0
2025-10-07,279,30,278,0,109,0,30.95758746751974,15.585363690843614,0.012521317084865185,0
2025-10-08,280,30,278,0,190,0,4.552362773034521,15.602178063271603,0.025269662275086757,0
2025-10-09,281,30,280,0,138,0,21.48422066661614,13.560332521862131,0.013579457887957412,0
2025-10-10,282,30,281,0,135,0,4.944209982200821,12.856361348379629,0.014627187082581749,0
2025-10-11,283,30,282,0,123,19,4.866072010433532,10.851053903677986,0.020835902371907185,0
2025-10-12,284,30,283,0,80,0,12.696795049859286,16.20177251929016,0.01127863358415996,0
2025-10-13,285,30,284,0,123,0,4.764695748118036,9.893701042309678,0.016862710418664027,0
2025-10-14,286,30,285,0,149,0,5.228681096119474,12.900147689686227,0.012710031822005552,0
2025-10-15,287,30,286,0,101,0,13.409547571819948,10.683039949202671,0.025105503957628804,0
2025-10-16,288,30,286,0,104,0,12.497740624501002,16.710256887860073,0.013622445718245495,0
2025-10-17,289,30,288,0,46,0,10.714145537369586,15.700390340149163,0.01732983976271699,0
2025-10-18,290,30,285,11,91,24,12.574837236690689,17.210547006815844,0.01375096628557767,0
2025-10-19,291,30,290,0,94,0,66.26456705172548,13.611310806327147,0.027788208225816655,0
2025-10-20,292,30,290,0,114,0,25.602624277888555,21.164245923353903,0.03696030766813822,0
2025-10-21,293,30,292,0,90,0,13.649495470925892,35.77254842335392,0.020178165980415455,0
2025-10-22,294,30,293,0,97,0,34.11255895808121,21.323003330118304,0.03042575666520137,0
2025-10-23,295,30,294,0,92,0,34.51937392705539,14.211051480195461,0.043830689405121644,0
2025-10-24,296,30,295,0,109,0,22.862788225576864,10.145659587834352,0.02646707297797448,0
2025-10-25,297,30,296,21,99,22,23.60783330968298,28.285867069830225,0.020036376562173632,0
2025-10-26,298,30,296,0,103,0,9.947286183639426,11.837844740226355,0.014826263382860465,0
2025-10-27,299,30,298,0,131,0,22.701528066048766,21.138456403677967,0.023244549606245953,0
