日期\时间,00:10:00,00:20:00,00:30:00,00:40:00,00:50:00,01:00:00,01:10:00,01:20:00,01:30:00,01:40:00,01:50:00,02:00:00,02:10:00,02:20:00,02:30:00,02:40:00,02:50:00,03:00:00,03:10:00,03:20:00,03:30:00,03:40:00,03:50:00,04:00:00,04:10:00,04:20:00,04:30:00,04:40:00,04:50:00,05:00:00,05:10:00,05:20:00,05:30:00,05:40:00,05:50:00,06:00:00,06:10:00,06:20:00,06:30:00,06:40:00,06:50:00,07:00:00,07:10:00,07:20:00,07:30:00,07:40:00,07:50:00,08:00:00,08:10:00,08:20:00,08:30:00,08:40:00,08:50:00,09:00:00,09:10:00,09:20:00,09:30:00,09:40:00,09:50:00,10:00:00,10:10:00,10:20:00,10:30:00,10:40:00,10:50:00,11:00:00,11:10:00,11:20:00,11:30:00,11:40:00,11:50:00,12:00:00,12:10:00,12:20:00,12:30:00,12:40:00,12:50:00,13:00:00,13:10:00,13:20:00,13:30:00,13:40:00,13:50:00,14:00:00,14:10:00,14:20:00,14:30:00,14:40:00,14:50:00,15:00:00,15:10:00,15:20:00,15:30:00,15:40:00,15:50:00,16:00:00,16:10:00,16:20:00,16:30:00,16:40:00,16:50:00,17:00:00,17:10:00,17:20:00,17:30:00,17:40:00,17:50:00,18:00:00,18:10:00,18:20:00,18:30:00,18:40:00,18:50:00,19:00:00,19:10:00,19:20:00,19:30:00,19:40:00,19:50:00,20:00:00,20:10:00,20:20:00,20:30:00,20:40:00,20:50:00,21:00:00,21:10:00,21:20:00,21:30:00,21:40:00,21:50:00,22:00:00,22:10:00,22:20:00,22:30:00,22:40:00,22:50:00,23:00:00,23:10:00,23:20:00,23:30:00,23:40:00,23:50:00,0:00+1
2025-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.1119,0.0,0.0,1.558,0.0,57.3,268.2664,512.3267,743.2125,1012.8363,1268.3378,1517.7375,1835.1954,2205.2016,2579.175,2909.003,3188.0725,3440.625,3683.407,3828.9292,3928.0875,4144.5044,4430.8172,4611.825,4565.4239,4658.3445,5000.8125,5363.9975,5679.8792,5901.1875,5987.2096,6015.464,6036.7125,6048.1699,6055.9664,5996.4375,5814.9752,5770.9426,5910.975,6025.4094,6046.3688,5919.7125,5628.2289,5390.1963,5212.3125,4933.9322,4789.4562,4694.325,4309.1268,3943.2354,3740.8875,3549.1983,3353.4876,3151.4625,2932.1254,2748.6683,2574.1875,2316.5691,2008.7,1718.925,1483.9569,1206.7227,877.95,581.3561,292.1317,62.55,0.0,1.5152,0.0,0.0,0.1088,0.0,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.1122,2.2026,67.125,271.5599,525.2561,781.95,1067.8481,1355.1969,1638.45,1943.872,2276.809,2601.075,2859.0906,3053.1013,3241.65,3489.0355,3719.7237,3843.9,3857.3765,4001.4082,4292.85,4521.6246,4710.7251,4914.6,5119.4228,5169.5915,5136.5625,5263.7379,5437.478,5540.025,5559.1293,5551.2761,5561.6625,5593.6812,5597.403,5598.1125,5650.4944,5588.0655,5511.1125,5661.3299,5580.1013,5225.925,5020.7839,4863.6602,4653.375,4422.2796,4189.4913,3996.375,3863.6022,3629.647,3287.9625,2995.5525,2759.4981,2528.5125,2256.2035,1987.8303,1731.525,1445.9615,1133.8848,830.6625,569.9385,300.0837,70.6125,0.7207,0.7496,0.0,0.0,0.0538,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,2.941,78.975,315.0704,603.9959,883.9875,1186.132,1531.6403,1886.25,2192.2392,2501.9615,2806.275,3051.0148,3351.0124,3653.775,3782.7489,3901.5039,4127.55,4424.2288,4677.0073,4871.2875,5085.4358,5299.7574,5510.4375,5702.093,5662.2311,5490.975,5568.8283,5933.4023,6191.1,5904.7102,5791.9092,6028.65,6109.6117,6133.6811,6189.5625,6209.8471,6184.9467,6136.8375,6079.7189,5940.2351,5725.35,5505.0306,5199.8271,4875.525,4699.7852,4518.6368,4225.9125,3865.0612,3553.7236,3350.475,3209.7636,2981.9645,2667.6,2399.0396,2136.649,1839.6,1514.9378,1185.8012,868.2375,566.8194,284.9325,75.3375,4.693,0.0,0.0,0.1366,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.0,0.0,0.1709,2.4097,76.725,307.5775,572.1506,817.5,1101.1979,1432.5671,1794.4125,2141.0447,2372.1778,2531.925,2778.5388,3092.0069,3333.075,3404.8442,3650.2148,4036.3125,4197.5817,4372.3428,4693.6125,5040.7925,5327.1526,5519.4,5646.6981,5812.5066,5975.775,5984.0329,5890.4489,5820.4125,5887.9215,6079.5808,6219.525,6121.4494,6063.8907,6100.6125,6020.7781,5921.5402,5906.2875,5948.6006,5812.84,5482.95,5170.9923,4917.1027,4712.8125,4540.6746,4358.7439,4138.0125,3875.4367,3594.899,3308.625,3023.9212,2796.6042,2591.775,2310.6502,2009.0627,1736.7,1484.1735,1193.2618,879.1875,610.3835,333.1865,91.1625,5.9079,0.0,0.0,0.1818,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0289,0.0,0.0,0.402,0.0,0.0,8.9263,89.85,300.2529,566.5748,839.325,1119.9527,1384.5009,1647.675,1962.7542,2349.0724,2688.5625,2824.4128,2950.5265,3168.825,3411.2829,3657.6327,3975.675,4411.6442,4649.4157,4747.0125,5057.9036,5271.0106,5265.1875,5256.157,5355.9242,5499.7875,5548.0642,5642.3862,5860.0125,6093.5776,6062.0374,5887.35,5964.1595,6013.7706,5939.4375,5934.6445,5933.0925,5799.45,5462.7274,5105.1697,4861.65,4728.9788,4598.4689,4427.775,4264.4732,4146.5338,4033.65,3839.9958,3597.938,3388.125,3251.2122,3006.0981,2640.3,2321.3083,2040.6339,1769.4375,1502.4191,1224.6297,932.7,635.4236,335.8794,98.1375,8.9968,0.0,0.0,0.385,0.0,0.0,0.0276,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.051,0.0,0.0,0.7109,0.0,0.0,13.5176,97.65,286.5651,533.3749,790.95,1040.8785,1294.6345,1562.9625,1833.0772,2035.9169,2224.2,2535.6213,2905.6165,3237.5625,3481.2347,3689.6765,3888.4125,4055.177,4192.002,4375.6875,4678.5792,4894.4766,5013.1875,5228.8902,5489.9441,5732.025,5927.3177,5992.0494,5937.0375,5880.4216,5928.2889,6074.475,6199.3148,6170.3493,6059.025,6043.523,5923.0571,5803.875,5997.6629,6045.3434,5828.4375,5678.6892,5575.8129,5359.9875,4929.0766,4580.5646,4403.1375,4205.5551,3917.4699,3588.0375,3303.4055,2960.6953,2557.5,2216.5868,1963.7327,1730.55,1424.784,1127.8394,874.1625,615.5928,340.775,110.775,13.4591,0.0,0.0,0.6718,0.0,0.0,0.0482,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0605,0.0,0.0,0.8433,0.0,0.0,16.242,121.3875,357.4257,639.2862,911.4,1184.4262,1482.2885,1809.0,2136.2036,2400.7044,2632.9875,2924.77,3208.0593,3463.2,3750.14,4087.0638,4420.875,4652.1781,4745.5342,4903.35,5375.4533,5733.0774,5751.1125,5610.3473,5598.9945,5727.075,5771.565,5775.9045,5738.9625,5624.4215,5693.3182,5830.2,5676.1411,5680.8298,5913.225,5964.0608,5862.5525,5753.5125,5706.7365,5509.4652,5232.7125,5163.2379,5046.2502,4785.6,4547.8004,4360.1477,4253.4,4220.8613,3958.9186,3522.9375,3258.1197,2949.2974,2576.3625,2358.094,2118.8657,1801.8,1524.1341,1220.5855,899.775,648.2962,383.4095,129.45,16.4354,0.0,0.0,0.8358,0.0,0.0,0.06,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061,0.0,0.0,0.085,0.0,0.0,1.1844,0.0,0.0,21.5554,136.575,369.9788,664.8218,983.175,1314.8837,1600.6881,1867.125,2196.4433,2505.0876,2790.9375,3117.9927,3329.484,3453.7875,3702.2834,4049.2149,4353.3,4476.2507,4505.9655,4584.45,4790.2836,4969.188,5107.425,5301.4509,5311.3566,5214.6375,5365.5471,5613.7894,5749.8375,5702.0096,5657.2241,5697.675,5762.5996,5888.657,6022.425,6037.0331,5978.7676,5979.1875,6090.7508,5910.845,5472.15,5227.8118,5116.4718,4979.925,4751.4747,4570.1224,4419.7875,4150.5572,3893.2267,3661.5375,3327.1947,2950.1522,2603.475,2310.1092,2037.0793,1747.3875,1424.8096,1098.0991,810.225,582.7895,344.8261,120.6,16.5774,0.0,0.0,0.8695,0.0,0.0,0.0624,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0936,0.0,0.0,1.3035,0.0,0.0,23.482,143.8125,376.279,643.7949,919.275,1223.7946,1476.8803,1690.3875,1970.5341,2325.4816,2706.825,3051.7362,3361.2222,3619.125,3797.3485,3952.8059,4139.2875,4367.4803,4576.9472,4742.5125,4888.9134,5031.9686,5241.8625,5575.3876,5817.0501,5909.775,5987.5004,6042.2804,6085.9125,6164.7868,6233.7229,6244.425,6189.629,6138.8574,6051.0375,5826.4359,5639.5566,5521.3125,5351.2885,5247.2011,5141.7375,4842.8147,4630.9836,4545.4875,4346.0975,4117.7322,3901.275,3635.9076,3370.9361,3178.3875,3074.6334,2886.0855,2567.7375,2238.7441,1967.4055,1728.0375,1446.4734,1169.2165,911.3625,637.7971,363.3929,139.875,23.3929,0.0,0.0,1.3076,0.0,0.0,0.0939,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.1092,0.0,0.0,1.5212,0.0,0.0,26.7651,150.6,366.7621,591.7098,808.125,1062.1381,1305.7887,1543.2,1827.9215,2107.6259,2364.225,2632.5793,2914.1129,3223.2,3562.8056,3810.3264,3993.825,4275.5713,4625.0915,4953.1875,5168.8888,5219.2392,5310.3375,5699.2622,5878.8765,5823.8625,5989.1236,6066.8818,5980.9875,6038.841,6347.294,6597.6375,6356.7755,6115.1379,6103.65,6101.9485,6061.5914,5975.175,5853.408,5800.5199,5752.5,5526.1855,5224.3244,4925.7375,4621.7214,4343.6994,4138.275,4012.9028,3810.3082,3517.9875,3262.3818,2986.4145,2691.8625,2451.2359,2195.542,1880.0625,1533.5123,1231.2846,974.2125,695.3692,400.6707,152.3625,24.8617,0.0,0.0,1.3798,0.0,0.0,0.0991,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
