日期,预报时刻,预报1小时,预报2小时,预报3小时,预报4小时,预报5小时,预报6小时,预报7小时,预报8小时,预报9小时,预报10小时,预报11小时,预报12小时,预报13小时,预报14小时,预报15小时,预报16小时,预报17小时,预报18小时,预报19小时,预报20小时,预报21小时,预报22小时,预报23小时,预报24小时
2025-1-6,12:00,5851.5526,4745.5234,3473.8785,1755.1709,25.8113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4748,1646.0961,3391.1305,4758.6415,5432.2387,6448.0865
2025-1-6,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7086,1490.303,3126.6517,4347.5257,4768.4479,5673.1156,4971.4967,4835.2913,3281.3181,1813.806,32.8982,0.0
2025-1-7,0:00,0.0,0.0,0.0,0.0,0.0,0.0,31.1167,1599.2177,3358.1262,4549.3673,5538.1398,5971.7466,5971.2505,5303.5818,3762.3,1871.1356,34.2102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-7,6:00,29.5637,1601.7472,3348.0117,4459.8026,5153.0523,5445.5666,4941.9505,4264.1819,3059.032,1525.8494,29.2442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-7,12:00,4733.697,4306.7372,3108.2855,1594.352,32.1168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1841,1524.309,3034.1291,4223.5034,5408.6344,4943.0332
2025-1-7,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8767,1678.8068,3636.3975,4616.8173,5087.438,6609.7929,6218.8529,5017.4554,3486.9085,1709.9588,35.0726,0.0
2025-1-8,0:00,0.0,0.0,0.0,0.0,0.0,0.0,32.1456,1459.9498,3291.4196,4216.1628,4826.1249,4700.1515,4891.3577,3523.7726,2209.3596,1187.4846,33.4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-8,6:00,33.4276,1584.6514,3373.0385,4497.2957,5507.4129,6081.418,6271.1618,4905.0037,3394.5513,1612.8052,42.1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-8,12:00,6183.0111,4825.3667,3229.98,1598.9537,38.5437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1019,1895.55,3803.5125,5320.875,6464.7375,6975.5625
2025-1-8,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9261,1661.8781,3273.1966,3561.3087,3207.7414,3525.5318,3237.6662,3727.1657,2993.158,1944.4175,52.9722,0.0
2025-1-9,0:00,0.0,0.0,0.0,0.0,0.0,0.0,40.8309,1541.56,3138.7608,4554.1517,6175.5659,5958.5736,5293.915,5429.8626,3231.3657,1619.5696,47.2705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-9,6:00,42.7072,1625.1229,3458.2522,4620.4705,6319.3981,6458.4765,5281.0634,4437.9021,3132.9391,1626.2187,44.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-9,12:00,5174.2242,4316.5438,2980.9103,1540.9866,41.3647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3442,1763.104,2957.0449,4676.6048,5163.3903,5584.9089
2025-1-9,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2138,1682.1375,3585.0083,4426.2524,4670.3827,3762.4583,3819.5554,3027.5416,2486.1718,1446.5798,56.9284,0.0
2025-1-10,0:00,0.0,0.0,0.0,0.0,0.0,0.0,45.5543,1549.0099,2530.0557,3859.3998,5065.7192,5362.2242,4449.015,4013.3438,2820.109,1550.7917,49.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-10,6:00,54.8198,1837.6513,3402.3201,4843.6498,5717.4342,6073.3963,6103.4051,4844.7633,3570.744,1770.9662,52.1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-10,12:00,5701.8741,4522.3477,3408.0672,1863.5412,56.2154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3802,1038.3941,2159.0526,3350.7739,4692.2001,4413.5164
2025-1-10,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1258,1716.4823,3643.4713,5211.7231,6464.7375,6846.7846,5508.1016,4215.4754,2141.7101,1094.6166,33.7962,0.0
2025-1-11,0:00,0.0,0.0,0.0,0.0,0.0,0.0,58.8402,1513.409,3276.7769,4110.2431,5733.2479,6009.1817,5974.0065,5217.5904,3521.5757,1644.9273,56.1073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-11,6:00,57.3964,1510.5631,3452.0359,4643.5314,6219.9528,5862.3068,5798.4766,4293.8178,2748.4627,1356.0066,54.8782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-11,12:00,5966.8997,4720.7744,3136.1432,1655.7237,59.7587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2228,1666.9115,3140.1189,4658.3159,6105.0736,6744.2454
2025-1-11,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2734,1457.4287,3098.5012,4245.0241,4179.5386,5676.2614,6893.025,5261.6221,3465.838,1952.1744,71.5417,0.0
2025-1-12,0:00,0.0,0.0,0.0,0.0,0.0,0.0,65.4335,1703.538,3494.9851,4842.5394,5357.771,5677.8076,4998.3291,4183.6243,2754.9776,1777.7304,72.9622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-12,6:00,66.1736,1570.0073,3086.827,3911.3267,4456.9185,4953.1688,5099.6919,4312.0028,3199.5399,1682.6391,66.2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-12,12:00,5494.8579,4670.6872,3327.1173,1741.767,70.8238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0693,1643.0448,3475.268,4734.2074,6026.0545,5582.7252
2025-1-12,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.1588,1708.9746,3412.6278,3711.2648,5658.8053,6140.2767,6662.4418,5273.7449,3762.3,1838.1637,74.2968,0.0
2025-1-13,0:00,0.0,0.0,0.0,0.0,0.0,0.0,73.711,1633.1168,3184.7409,4539.9711,5487.4391,5716.406,5713.8773,4179.4286,2896.8859,1392.6498,58.1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-13,6:00,78.164,1882.6071,3578.2975,4543.5861,4825.5677,5333.1297,5309.5729,4310.9099,3369.2914,2052.3244,84.0558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-13,12:00,6092.8134,4840.3524,3361.423,1795.5368,74.8704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.9161,2204.1375,4001.7375,5683.425,6464.7375,6975.5625
2025-1-13,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.8731,1953.5839,3565.455,4611.0841,6150.2209,6348.9734,6232.5671,4845.3817,3364.8506,1934.1428,122.5943,0.0
2025-1-14,0:00,0.0,0.0,0.0,0.0,0.0,0.0,78.7767,1788.6949,3158.2753,4490.1135,5766.9101,6071.9127,5627.272,4447.6846,3437.0207,1718.9797,82.6473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-14,6:00,76.2837,1783.6218,3310.8826,4737.9385,6030.2445,6265.5331,5822.0006,4459.7587,2893.7738,1444.4476,77.8559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-14,12:00,5783.1051,4578.5137,3212.6611,1638.4923,87.4595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.3419,1669.583,2938.1496,4992.3366,6128.5694,5917.4287
2025-1-14,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.4198,2140.4992,3622.2106,5683.425,6464.7375,6975.5625,6893.025,5808.6,4045.3503,1992.969,106.9339,0.0
2025-1-15,0:00,0.0,0.0,0.0,0.0,0.0,0.0,83.4459,1577.9604,2993.0442,4788.627,5452.1776,6178.9023,6726.3009,5672.7661,4173.675,2163.375,116.1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-15,6:00,89.8957,1644.4484,3193.9097,4697.9216,5410.8954,5734.3957,5742.8208,4144.5114,3167.3196,1591.3889,77.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-15,12:00,5824.4643,4491.2202,3463.836,1843.0793,100.4376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.6393,1535.5945,3020.0159,3244.6482,3739.9509,3162.4839
2025-1-15,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.4131,1661.6803,3398.6712,4619.1234,5205.8041,5407.3861,5019.6302,5074.9764,4022.0577,1902.7473,125.1665,0.0
2025-1-16,0:00,0.0,0.0,0.0,0.0,0.0,0.0,111.4667,1704.3088,3512.2018,4444.3097,5624.2383,6501.4448,6505.1695,5808.6,4173.675,1912.6453,102.9758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-16,6:00,96.3078,1521.3198,3187.0135,4351.553,5761.4452,6445.6592,5983.901,5207.7766,3501.0042,1617.9203,98.0489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-16,12:00,5883.2059,5552.1487,3789.9505,1844.204,124.8534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.1593,2204.1375,4001.7375,5577.4045,6436.7888,6975.5625
2025-1-16,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.4223,1626.8909,3057.6012,4684.9391,5451.9375,5657.6137,5638.517,5391.5883,4009.3902,2012.0761,147.9196,0.0
2025-1-17,0:00,0.0,0.0,0.0,0.0,0.0,0.0,117.8954,1661.269,3086.3998,4760.8025,6192.2123,5800.6452,5885.3875,5090.5769,3532.5405,1646.6936,123.7775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-17,6:00,119.3017,1735.5658,3292.1383,4868.947,5788.8378,5775.7658,6105.6077,5058.9747,3583.2078,1754.9054,135.5062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-17,12:00,5792.5855,4821.0284,3627.0041,1861.7308,131.7454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5268,886.7416,2671.9591,4084.6813,5573.1863,6975.5625
2025-1-17,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.5255,1749.4741,3420.7877,4783.9059,4541.1559,5797.071,6893.025,5808.6,4173.675,2163.375,167.6881,0.0
2025-1-18,0:00,0.0,0.0,0.0,0.0,0.0,0.0,131.8329,1842.2182,3432.9866,4436.2956,5084.6787,5459.361,4921.1843,4351.686,3063.0578,1663.4021,108.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-18,6:00,137.2759,1887.1784,3505.4818,4504.5847,5148.8508,5383.6437,5335.8285,4410.8816,3097.1577,1587.5792,110.0689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-18,12:00,6091.4009,5121.5512,3775.3099,1856.8872,122.2847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.63,1641.1882,3976.6475,5640.7309,6464.7375,6975.5625
2025-1-18,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.3575,1662.3145,3456.1824,4489.3664,5410.9695,6194.7549,5140.6803,4398.3265,3443.759,2037.687,148.7722,0.0
2025-1-19,0:00,0.0,0.0,0.0,0.0,0.0,0.0,142.7708,1792.7992,3803.3997,4756.1733,6111.217,6774.1836,6105.4882,5326.6258,3857.581,1942.5399,174.1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-19,6:00,144.1846,1698.6034,3601.2451,4652.8691,5708.6802,6371.9996,5682.4303,5146.7528,3450.5517,1910.9854,148.9938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-19,12:00,5483.3293,4491.1012,3100.5046,1653.667,129.9625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.7781,1132.4157,2876.8364,5299.9999,6464.7375,6975.5625
2025-1-19,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.4298,1138.8963,2417.9335,4145.4591,4591.0676,4786.0738,4042.7762,3031.0887,2413.9452,1615.5589,140.6491,0.0
2025-1-20,0:00,0.0,0.0,0.0,0.0,0.0,0.0,147.0784,1460.5077,3310.4649,5324.6395,6288.0424,6975.5625,6636.007,5305.3252,3307.699,1581.3908,121.5983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-20,6:00,150.0484,1545.2272,3318.4282,5108.613,5979.9537,6967.5897,6185.9791,4853.7511,3497.6624,1680.9276,126.9531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-20,12:00,6043.4107,4937.6851,3473.2497,1849.7496,146.5386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.8701,1999.2336,3034.6449,4606.5235,5127.4439,4060.7603
2025-1-20,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.315,1662.0107,3744.6919,5448.8851,6042.7593,6975.5625,6893.025,5808.6,4173.675,1710.837,131.2487,0.0
2025-1-21,0:00,0.0,0.0,0.0,0.0,0.0,0.0,155.3595,1775.9592,3601.9807,5099.6959,6062.9211,6500.0344,6357.0083,5146.2079,3502.7815,1802.94,162.9751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-21,6:00,158.9448,1820.6275,3667.0846,5156.0592,6415.8542,6568.0591,6655.46,5808.6,4089.9624,1857.5651,178.7968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-21,12:00,6510.6053,5395.7151,3583.7302,1616.7212,155.2716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.51,1481.9621,2811.2163,4691.3468,5777.3829,5934.7581
2025-1-21,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.3129,1757.824,3245.7659,4380.061,5441.03,5103.3462,4582.8975,3359.1018,2351.7859,938.9633,77.0577,0.0
2025-1-22,0:00,0.0,0.0,0.0,0.0,0.0,0.0,184.1307,2035.1593,3749.616,4788.1978,5409.057,5856.4145,5143.3439,4183.7261,3598.1639,1778.3597,173.6182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-22,6:00,179.6503,1915.7853,3505.7268,4810.2929,5452.7807,5509.2464,5371.7041,4295.7033,3489.7892,1843.6361,202.9261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-22,12:00,5606.4319,4226.9029,3572.7256,1971.091,186.2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0096,2093.8999,4000.8135,5447.6757,5903.9558,6975.5625
2025-1-22,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.72,1692.2833,3008.8277,3683.4768,4926.2711,5750.8376,5889.5032,4750.8057,4165.8689,2272.1683,209.0516,0.0
2025-1-23,0:00,0.0,0.0,0.0,0.0,0.0,0.0,186.2805,1796.9131,3670.2938,5683.425,6464.7375,6178.6277,5928.0268,4697.6942,3208.9282,1914.2814,192.4357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-23,6:00,185.9706,1731.8411,3180.7758,4762.6331,5977.7968,6008.8025,6245.9364,5029.2553,3542.6371,1926.3683,194.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-23,12:00,5470.7906,4719.9861,3313.3189,1914.0953,186.4386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.6687,1561.1234,3431.7404,4616.0145,6204.8779,6680.7809
2025-1-23,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.4145,2002.4252,3426.0699,5128.4052,6141.8788,5509.9373,5898.3076,4919.7464,4070.0682,1708.4194,216.8405,0.0
2025-1-24,0:00,0.0,0.0,0.0,0.0,0.0,0.0,231.3724,1919.4144,3573.7701,5264.0777,6504.1866,6942.5502,6629.2768,5668.8129,3945.2215,1846.2657,199.3029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-24,6:00,208.1432,1805.0477,3474.0988,5199.7497,6524.7103,6865.1614,6453.794,5148.2863,4157.3357,2089.3147,255.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-24,12:00,6096.1842,4825.3658,3562.1403,1756.0338,210.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.1973,1734.2537,3426.7815,4419.3516,5194.1802,4711.7207
2025-1-24,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.5951,1886.7897,3517.865,5683.425,6984.7281,6975.5625,7157.625,6088.05,4173.675,2463.225,330.9918,0.0
2025-1-25,0:00,0.0,0.0,0.0,0.0,0.0,0.0,175.2836,1674.899,3369.1981,5081.7565,6416.7544,6975.5625,7157.625,6088.05,4173.675,2159.9978,243.5256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-25,6:00,212.2885,1794.5835,3562.8019,4880.8984,5657.6672,6023.6399,6534.0195,5144.3609,3524.2279,1900.6039,239.5057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-25,12:00,6917.7005,5476.1267,3755.3179,1922.1557,233.3475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.6509,1900.5817,4270.5073,6084.0,7088.1,7247.5125
2025-1-25,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.2709,2050.6057,3942.2961,5580.5893,6518.8745,6074.8901,5301.2281,4895.9832,2985.6313,2022.6772,271.7867,0.0
2025-1-26,0:00,0.0,0.0,0.0,0.0,0.0,0.0,221.6881,1863.3382,3433.2557,4624.5663,4913.119,4842.3016,4214.5725,4297.9339,2993.955,1946.5518,260.3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-26,6:00,227.0846,1814.5359,3546.4906,4826.1244,5814.2478,5698.9032,5184.1275,5105.3334,3651.5949,1979.8583,241.2852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-26,12:00,5157.4853,4840.937,3274.7015,1871.525,239.6486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.5408,1616.2219,2925.4817,5640.3029,6791.6883,7245.2692
2025-1-26,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.9737,2123.0821,4230.7549,6084.0,6574.6661,6856.9925,5869.7304,4880.6108,2933.1532,1472.4238,202.2252,0.0
2025-1-27,0:00,0.0,0.0,0.0,0.0,0.0,0.0,246.4932,1872.5363,3498.5381,5401.3013,6043.7248,7247.5125,6384.9825,6088.05,4352.7,2482.2,325.1288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-27,6:00,244.3844,1915.7873,3843.8986,5640.7209,6126.9387,6979.7692,5648.0806,4946.1789,3351.4689,1940.696,271.7645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-1-27,12:00,5670.8433,5345.4919,3683.7185,2021.3418,279.0688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.8928,1883.273,3534.5134,5531.4782,7088.1,6341.4886
2025-1-27,18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.9108,1817.7702,3054.6381,4874.8749,7088.1,6568.4422,6124.8892,6088.05,4352.7,2427.4278,365.9881,0.0
2025-1-28,0:00,0.0,0.0,0.0,0.0,0.0,0.0,317.8497,2080.7957,3665.9685,4911.532,5868.6455,4888.0971,4900.9878,5194.7635,3780.3281,2049.8508,306.5797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
