日期\时间,00:10:00,00:20:00,00:30:00,00:40:00,00:50:00,01:00:00,01:10:00,01:20:00,01:30:00,01:40:00,01:50:00,02:00:00,02:10:00,02:20:00,02:30:00,02:40:00,02:50:00,03:00:00,03:10:00,03:20:00,03:30:00,03:40:00,03:50:00,04:00:00,04:10:00,04:20:00,04:30:00,04:40:00,04:50:00,05:00:00,05:10:00,05:20:00,05:30:00,05:40:00,05:50:00,06:00:00,06:10:00,06:20:00,06:30:00,06:40:00,06:50:00,07:00:00,07:10:00,07:20:00,07:30:00,07:40:00,07:50:00,08:00:00,08:10:00,08:20:00,08:30:00,08:40:00,08:50:00,09:00:00,09:10:00,09:20:00,09:30:00,09:40:00,09:50:00,10:00:00,10:10:00,10:20:00,10:30:00,10:40:00,10:50:00,11:00:00,11:10:00,11:20:00,11:30:00,11:40:00,11:50:00,12:00:00,12:10:00,12:20:00,12:30:00,12:40:00,12:50:00,13:00:00,13:10:00,13:20:00,13:30:00,13:40:00,13:50:00,14:00:00,14:10:00,14:20:00,14:30:00,14:40:00,14:50:00,15:00:00,15:10:00,15:20:00,15:30:00,15:40:00,15:50:00,16:00:00,16:10:00,16:20:00,16:30:00,16:40:00,16:50:00,17:00:00,17:10:00,17:20:00,17:30:00,17:40:00,17:50:00,18:00:00,18:10:00,18:20:00,18:30:00,18:40:00,18:50:00,19:00:00,19:10:00,19:20:00,19:30:00,19:40:00,19:50:00,20:00:00,20:10:00,20:20:00,20:30:00,20:40:00,20:50:00,21:00:00,21:10:00,21:20:00,21:30:00,21:40:00,21:50:00,22:00:00,22:10:00,22:20:00,22:30:00,22:40:00,22:50:00,23:00:00,23:10:00,23:20:00,23:30:00,23:40:00,23:50:00,0:00+1
2025-02-08,2341.7515,2470.4076,2672.61,2658.4702,2590.3963,2597.56,2635.6004,2574.3796,2483.03,2564.6464,2685.7726,2714.6,2650.4279,2653.2525,2672.88,2543.3971,2613.0524,2894.07,3012.954,2926.4899,2768.81,2726.08,2829.4415,2965.83,2993.6622,3063.8276,3144.08,3048.1729,2992.0363,3034.95,3032.4921,3059.7317,3117.64,3110.9314,3082.969,3030.45,2930.0234,2991.4215,3077.97,2876.6178,2961.1378,3448.51,3840.8402,3922.8412,3791.3,3711.2136,3683.7115,3617.82,3470.8274,3472.0038,3570.14,3524.3658,3705.6773,4086.19,4208.25,4121.5693,4093.56,4314.4298,4351.2177,4175.13,4170.7722,4146.4341,4070.73,4117.5036,4055.864,3928.38,4002.932,3958.4875,3824.59,3958.2897,4034.9636,3921.1,3812.6111,3754.9529,3752.71,3815.9017,3964.0912,4012.35,3753.6393,3691.0133,3848.87,3761.1833,3623.5697,3566.04,3526.9069,3617.8063,3703.09,3527.6316,3504.4535,3605.5,3427.6007,3477.7658,3707.63,3525.5076,3309.516,3336.98,3495.7825,3536.9177,3481.31,3512.4924,3284.0124,2784.96,2438.5491,2500.385,2752.42,2725.5465,2642.8433,2680.81,2763.1768,2710.9051,2573.26,2579.0636,2671.5519,2772.29,2836.7741,2756.719,2645.21,2726.221,2731.8889,2636.81,2686.3673,2747.333,2823.76,3011.7561,2862.6392,2491.94,2505.9998,2673.0217,2785.84,2825.3895,2579.1988,2278.77,2401.0457,2450.6884,2272.89,2222.3953,2330.2868,2410.13,2288.1399,2335.5518,2467.63,2297.8503,2560.3434,3210.87
2025-02-09,3413.1243,3410.7391,3455.39,3530.9259,3640.1986,3696.65,3594.5691,3532.2407,3601.59,3691.0079,3622.8511,3532.57,3718.2938,3835.1652,3752.64,3687.6941,3726.8646,3786.15,3740.9419,3822.0144,3957.72,3835.9485,3743.7079,3895.11,4147.7392,3888.3989,3466.14,3836.9859,4121.0497,4014.0,4054.4316,3986.365,3780.72,3826.3176,4406.5888,5117.96,5213.7558,5173.0183,5213.02,5087.7112,4992.6928,5088.16,5330.3755,5474.3428,5360.73,5182.8537,5931.5321,7069.64,7013.0112,6835.2684,6987.21,6855.133,6774.3172,6923.0,7076.4168,7043.0052,6885.98,6845.5852,6901.5097,6949.12,6908.9049,6863.2487,6828.44,6772.0265,6878.177,7035.62,6918.5128,6739.5027,6706.44,6801.1068,6692.1289,6381.32,6200.6084,6160.81,6143.36,6082.9418,6281.0463,6572.22,6455.9764,6310.3522,6332.14,6342.1121,6289.9034,6272.58,6393.2239,6357.3874,6256.34,6439.8152,6380.14,6098.5,6162.7816,6250.6368,6199.51,6196.2174,6259.4301,6310.86,6253.8715,6121.6041,5995.06,5936.7561,5882.9593,5900.71,6099.0482,6128.3256,6052.81,6138.8163,5413.7623,4282.32,4245.8923,4461.6363,4393.35,4336.8806,4277.4231,4257.37,4369.9413,4350.6509,4264.54,4417.7273,4422.2484,4253.23,4271.9255,4235.6357,4119.53,4183.0157,4323.7969,4357.82,4213.92,4205.2685,4375.33,4393.087,3922.3547,3315.77,3294.611,3336.7503,3202.52,3171.3778,3200.1094,3254.38,3353.795,3358.6249,3304.49,3371.5493,3456.3921,3455.92
2025-02-10,3379.5939,3383.4974,3448.16,3401.8151,3310.8169,3342.05,3590.7072,3724.373,3618.87,3472.4035,3498.5763,3641.32,3673.3313,3749.9849,3838.85,3747.9383,3772.7648,3877.96,3733.1851,3637.5125,3726.03,3836.5689,3923.6135,3980.98,4017.3722,4072.9699,4156.04,4214.4236,4124.2018,3996.63,4070.2555,4094.0932,3965.33,3935.6531,4534.128,5280.15,5131.1066,5047.1349,5289.05,5175.9768,5084.0444,5130.68,5042.6345,5104.9789,5201.03,5037.151,5722.9662,6954.24,7204.3318,7106.1213,7087.1,6917.6326,6788.5475,6778.17,6781.9739,6860.9025,6955.6,6901.7422,6773.4372,6744.95,6911.8197,6921.1422,6795.19,6884.2005,6916.6855,6853.19,6922.3371,6868.1077,6635.3,6446.8012,6333.0288,6280.71,6267.5904,6211.1174,6188.32,6369.7152,6602.4027,6687.27,6542.9747,6402.6821,6343.0,6254.9764,6222.0466,6275.85,6335.7219,6288.7541,6176.27,6157.4738,6217.2728,6268.89,6242.633,6235.3382,6222.76,6082.0383,5945.0647,5945.4,6080.6489,6076.3087,5965.41,6031.9221,6074.4768,6001.55,5947.3338,6003.9012,6163.98,6203.4616,5432.3006,4330.05,4160.3165,4219.1371,4132.67,4245.7049,4433.708,4461.43,4234.5337,4140.9324,4275.29,4366.2027,4336.4434,4250.43,4224.2607,4229.0967,4257.2,4328.1796,4343.5835,4306.34,4319.8492,4366.208,4462.95,4568.2065,4169.6641,3455.59,3188.9582,3167.0284,3190.94,3279.7622,3314.121,3298.03,3353.5211,3433.5833,3493.98,3540.5163,3588.2487,3569.7
2025-02-11,3413.1735,3355.82,3448.9,3499.9739,3406.6361,3290.27,3368.9998,3464.6653,3531.49,3680.6743,3728.3424,3677.22,3722.5369,3782.3375,3805.98,3828.9341,3820.2622,3802.84,3831.9758,3814.2393,3794.42,3893.8921,3852.6459,3701.11,3749.3532,3880.4067,3986.44,4066.3956,4068.6519,3995.45,3915.7712,3889.9944,3878.46,3862.5048,4266.8742,4965.17,5311.3728,5244.8342,5122.52,5326.6014,5317.5364,5082.38,5178.5319,5405.3337,5370.34,5034.1354,5660.9293,6925.71,7166.8905,7005.0033,6928.27,6791.6544,6800.103,6969.01,7064.9932,7006.3532,6906.59,6935.7884,6887.2513,6764.8,6788.6782,6825.9334,6805.39,6791.7637,6780.3684,6765.86,6745.9792,6663.6085,6591.38,6658.1091,6651.4306,6471.21,6252.8643,6259.7822,6379.83,6279.7377,6338.8052,6568.56,6538.1586,6257.3134,6046.78,6227.0981,6361.8733,6354.71,6500.3727,6546.6959,6415.65,6309.5813,6283.9183,6317.7,6333.2549,6186.076,6063.12,6277.7738,6287.8513,6011.52,5914.0565,5941.444,6005.81,6093.4407,6082.0952,6014.9,6056.5613,6091.5349,6113.51,6107.794,5358.0607,4280.79,4127.3359,4276.6873,4284.35,4312.938,4321.1219,4292.32,4282.8958,4308.7451,4366.85,4428.8408,4402.4261,4314.73,4299.5401,4371.7866,4417.93,4325.9289,4360.0927,4454.09,4298.7698,4294.4142,4511.94,4512.0046,3896.5149,3117.76,3098.6629,3325.6005,3342.56,3197.0669,3227.6168,3396.81,3360.9713,3318.1995,3403.13,3511.4656,3414.4946,3222.62
2025-02-12,3272.9536,3349.6031,3369.15,3450.7993,3438.761,3414.57,3606.609,3619.2095,3464.48,3533.5142,3490.2982,3395.43,3648.3843,3700.1997,3544.26,3717.0732,3807.6443,3694.41,3701.5862,3797.3879,3870.12,3858.2282,3840.1305,3912.76,4089.0705,4126.8486,4072.79,4185.7572,4179.5333,3999.55,3910.187,3958.6663,4002.29,3933.7326,4279.4535,4954.99,5282.4251,5292.9099,5194.96,5164.4701,5270.1089,5320.97,5099.3445,5170.8846,5369.77,5103.5516,5701.5902,6910.02,7038.6535,6906.9702,7060.18,7161.6182,7053.7235,6831.7,6754.952,6933.4812,7099.22,6871.9593,6750.0182,6838.9,6766.7449,6706.7741,6744.59,6751.6825,6671.5113,6599.54,6685.2513,6772.7219,6728.94,6564.0332,6448.7866,6386.69,6240.5349,6131.269,6145.2,6262.023,6437.0938,6537.14,6426.3021,6289.4757,6312.37,6493.7517,6432.8869,6246.4,6418.785,6469.586,6329.57,6397.107,6327.2119,6108.87,6089.973,5972.507,5898.21,6284.3968,6276.2774,5915.36,6092.9383,6245.0482,6103.44,6010.1431,6051.9184,6139.71,6130.8014,6086.8829,6136.23,6203.4816,5410.929,4262.11,4237.3936,4440.5489,4365.59,4370.1907,4275.7047,4126.0,4219.314,4402.3792,4437.52,4249.9092,4260.775,4439.29,4351.5358,4242.1787,4261.17,4308.898,4367.5178,4380.39,4297.6644,4335.303,4544.56,4655.1476,4083.4038,3203.11,3045.8569,3163.4074,3224.2,3334.4123,3368.5906,3350.77,3437.1037,3470.2312,3428.03,3429.5613,3312.5874,3246.86
2025-02-13,3551.1175,3564.4899,3359.41,3637.4322,3727.2317,3541.72,3670.4203,3686.134,3576.21,3776.6289,3829.2363,3670.27,3705.0845,3727.1376,3670.09,3687.8113,3628.897,3582.83,3801.871,3927.8411,3911.92,4036.9681,4064.1527,3927.28,3839.7693,3892.7028,3959.36,3852.1611,3859.7716,4036.06,4121.7531,4035.5976,3905.59,4003.4932,4510.4632,5075.08,5112.9521,5115.1071,5270.94,5288.7626,5253.123,5264.43,5313.8866,5297.0686,5156.66,5071.5977,5821.4827,6879.27,6860.8934,6728.0422,6899.9,6849.2515,6826.2502,6905.4,6877.6233,6917.3204,7014.89,6970.6903,6949.2561,6937.15,6780.3822,6826.3424,6982.8,6803.8085,6680.334,6762.81,6803.3488,6783.0979,6707.04,6558.2792,6387.2029,6285.47,6310.4857,6294.5457,6195.83,6136.7719,6165.0738,6261.34,6365.1747,6438.0924,6453.67,6402.6416,6319.5446,6237.76,6185.8141,6218.1278,6330.92,6413.6039,6210.878,5961.51,6152.2354,6180.1099,5996.4,6152.6901,6288.5033,6180.84,6015.4129,6092.1913,6234.45,6014.4743,5972.8414,6162.44,6077.866,5917.8715,5980.03,6195.9096,5454.3484,4206.8,4096.7818,4288.6917,4264.15,4327.2801,4263.2524,4152.54,4335.2677,4466.5791,4449.81,4504.7293,4434.0364,4252.11,4220.6924,4306.8174,4361.04,4279.0138,4281.6382,4392.58,4404.7974,4311.866,4332.28,4576.2919,4099.573,3175.09,3086.9552,3262.1302,3319.84,3450.3645,3449.67,3300.1,3235.3239,3320.559,3476.6,3485.2873,3002.7256,2421.19
2025-02-14,2507.4053,2504.407,2279.89,2453.1982,2614.2955,2540.69,2446.8116,2463.2495,2526.22,2484.4435,2502.227,2641.81,2788.2162,2853.8397,2873.18,2941.2771,2950.6945,2932.72,3031.4389,3088.6809,3071.22,3077.6325,2938.1001,2750.34,2813.4681,2897.2229,2918.94,3017.7785,3088.177,3018.43,2822.8368,2777.4037,3002.27,3331.1391,3358.6035,3168.24,3208.2589,3214.0725,3055.74,2966.104,3321.3615,3793.45,3662.1843,3551.7063,3666.85,3627.5892,3741.3119,3879.58,3592.3123,3560.3716,3690.33,3302.5634,3551.5395,4325.93,4284.9499,4083.3399,4195.68,4372.7346,4284.1428,4079.69,4185.3818,4186.6034,4033.88,4093.8859,4092.9204,3997.38,4056.0614,4037.6559,3963.56,4077.1002,4020.4602,3734.91,3595.7207,3874.9701,4242.25,4067.0054,3788.4046,3743.79,3833.8068,3736.149,3570.18,3723.1806,3710.2281,3488.33,3509.0192,3554.8056,3563.06,3684.7153,3626.6321,3422.21,3406.8108,3371.4365,3250.57,3219.0463,3276.5868,3402.25,3551.8878,3500.5255,3363.61,3423.0939,3125.4527,2663.37,2811.0042,2870.2823,2654.98,2689.923,2791.968,2810.19,2790.7901,2699.1235,2628.82,2722.1363,2728.5724,2668.76,2777.1605,2686.6964,2491.39,2668.8166,2790.5219,2695.36,2660.0487,2709.7889,2786.54,2823.4388,2781.4662,2712.63,2724.4115,2809.5529,2907.91,2900.0471,2546.6841,2129.41,2205.0428,2258.8212,2180.07,2348.1134,2411.5928,2316.87,2380.9303,2459.6931,2466.09,2475.0873,2498.3467,2509.56
2025-02-15,2470.6272,2382.0519,2368.11,2562.6447,2694.4828,2670.09,2638.8085,2603.2797,2580.38,2604.0104,2569.8976,2558.95,2755.3699,2887.7801,2853.33,2808.6563,2807.16,2832.08,2826.685,2746.0871,2704.26,2863.7716,2971.2828,2929.56,2873.7259,2823.2854,2814.14,2906.9504,3064.1049,3118.21,2950.9929,3028.4188,3258.81,3111.6413,3090.4657,3283.9,3249.9468,3140.3558,3067.12,3022.6376,3277.5637,3580.87,3403.4837,3434.6423,3694.1,3515.8993,3389.5491,3557.89,3712.3789,3546.7399,3274.47,3438.1919,3847.0411,4185.35,4277.918,4251.6422,4241.44,4260.5477,4119.6383,3965.49,4139.1512,4233.1074,4067.14,3863.3264,3775.1077,3863.48,4066.7828,4127.1437,4003.96,3902.399,3940.7108,4034.76,4002.3289,3972.1955,3979.27,3909.4115,3752.4605,3660.54,3796.4761,3845.4978,3761.18,3793.2892,3823.925,3740.31,3565.5059,3454.6804,3458.76,3512.2008,3623.7294,3720.58,3686.103,3627.54,3554.55,3393.9213,3348.3604,3434.6,3451.6225,3360.7732,3320.42,3468.5596,3279.2582,2786.86,2590.3181,2636.4918,2730.01,2735.6491,2649.6432,2638.17,2844.6785,2801.1139,2544.67,2592.4295,2748.6131,2771.14,2624.1035,2534.5975,2679.14,3002.1837,3007.2386,2728.81,2678.5967,2724.744,2739.23,2750.2798,2729.8125,2763.95,2954.8205,2969.259,2849.49,2912.6371,2666.057,2164.86,2055.4315,2319.8601,2600.46,2536.9145,2409.0558,2410.2,2477.0663,2514.3034,2440.31,2312.0104,2632.229,3285.85
2025-02-16,3581.8623,3455.4123,3300.0,3560.6628,3736.6145,3615.91,3478.3666,3453.9842,3566.6,3730.1577,3686.3889,3493.18,3477.6261,3609.1312,3753.29,3803.0421,3798.8088,3734.14,3598.3508,3681.0276,3933.36,3982.6389,3824.5209,3697.34,3854.6305,4033.8598,4007.01,3823.8139,3949.707,4161.6,3829.8469,3806.3444,4075.93,3878.233,4373.401,5323.04,5228.614,5067.7645,5258.66,5220.56,5162.0763,5223.44,5273.2069,5214.3079,5086.15,5135.6243,5893.3461,6891.5,7041.8646,7010.3161,7088.51,6917.7643,6816.9516,6850.71,6775.8882,6829.858,6941.38,6776.0395,6663.6439,6716.64,6734.3081,6805.7117,6863.05,6726.3025,6684.3033,6768.71,6698.8956,6462.223,6328.71,6571.4232,6655.4958,6431.66,6266.7438,6230.4488,6268.8,6311.1209,6389.2587,6508.35,6593.1934,6473.2112,6289.49,6379.1322,6529.1886,6512.92,6301.4327,6139.4936,6154.45,6267.5733,6319.0474,6255.36,6158.4546,6145.2689,6143.71,6002.0963,6017.5848,6181.95,6183.3564,6165.0782,6173.74,6107.9785,6123.7568,6196.14,6120.294,5968.5837,6031.59,6372.5389,5651.9178,4258.65,4030.5357,4305.204,4391.9,4297.1692,4323.0664,4483.84,4510.4814,4420.1037,4297.28,4225.3091,4304.7427,4423.73,4350.5904,4237.037,4230.63,4312.0562,4223.6602,4095.57,4288.8453,4334.7216,4266.94,4488.6503,4084.4293,3240.41,3144.2762,3261.0615,3231.89,3269.7873,3380.8962,3416.74,3253.3506,3231.4509,3409.17,3495.3228,3409.0306,3314.64
2025-02-17,3431.708,3464.7519,3377.32,3431.3453,3527.468,3576.51,3575.2625,3456.5529,3393.56,3632.8254,3712.76,3637.9,3845.8645,3942.9591,3782.6,3648.763,3690.8685,3822.98,3840.7382,3845.1775,3845.81,3760.4248,3805.4805,3942.57,3933.4157,4044.5704,4188.07,3976.5794,3749.2786,3725.93,3819.8482,3941.5587,3947.91,3847.4726,4420.6849,5267.26,5148.4723,4927.7716,5069.37,5198.3629,5334.1552,5405.79,5247.483,5098.6741,5017.06,4982.7563,5745.3417,6858.3,6988.6956,6794.161,6759.73,6736.0929,6773.4448,6859.84,6876.1621,6759.9085,6625.5,6670.5591,6782.9626,6845.8,6823.9207,6718.0077,6684.55,6867.6441,6801.752,6563.46,6697.3076,6850.6426,6794.18,6626.895,6348.5401,6134.85,6221.7316,6281.2467,6166.15,6041.9441,6029.4626,6233.75,6600.9744,6490.9986,6139.8,6387.4033,6447.2715,6206.24,6339.3585,6341.2551,6121.24,6154.6937,6298.2876,6339.9,6220.7502,6114.2726,6117.11,6175.004,6170.7143,6094.71,6048.916,6088.2711,6143.83,6100.3069,6092.8792,6152.96,6154.7556,6026.6843,6000.31,6214.3521,5380.927,4031.28,4080.0175,4323.1557,4202.99,4364.1505,4481.6681,4439.77,4493.2595,4514.7449,4403.94,4225.8516,4185.5425,4295.44,4375.169,4379.6866,4335.86,4285.2296,4192.7692,4165.47,4346.7078,4402.3228,4403.12,4621.1289,4098.0991,3139.43,3105.689,3304.3399,3290.96,3321.7955,3347.1378,3374.42,3492.2515,3552.3526,3508.49,3456.4279,3410.2663,3399.92
2025-02-18,3450.3468,3422.9814,3328.74,3337.8974,3487.4247,3605.53,3494.605,3523.4594,3665.68,3553.1238,3579.3909,3736.88,3617.0876,3578.6485,3735.41,3798.4413,3652.2794,3503.36,3671.4332,3847.5044,3850.01,3805.6633,3909.2533,4038.82,3909.0472,3882.4283,4004.92,3974.5829,4009.1854,4070.49,3905.9491,3939.8387,4067.9,3857.848,4304.751,5205.24,5265.5357,5057.1148,5064.76,5165.6198,5102.8008,4950.71,5024.7181,5170.7299,5132.97,4941.1125,5614.0172,6731.6,6811.1876,6812.2937,7150.59,7206.1836,6922.3072,6707.96,7006.8545,7182.2754,6986.06,6776.4141,6684.3375,6678.43,6675.6948,6770.154,6876.27,6792.1746,6738.0382,6764.0,6705.0778,6646.1414,6698.66,6834.9757,6654.3917,6295.72,6308.1878,6367.6692,6251.21,6125.4396,6377.4949,6718.19,6477.1201,6334.7357,6504.68,6552.5619,6680.12,6760.88,6412.5198,6185.1355,6210.25,6128.9079,6224.9939,6409.6,6257.4489,6140.5228,6177.44,6124.8136,6117.0376,6190.42,6220.8957,6231.2638,6239.36,6229.2444,6222.198,6179.23,6051.3142,6022.8445,6185.51,6302.4577,5498.3451,4295.11,4175.5436,4290.7817,4235.4,4419.9192,4377.9304,4164.66,4323.2756,4367.4836,4184.92,4189.6386,4341.9424,4455.04,4398.2522,4362.5691,4408.29,4401.2157,4282.8665,4200.48,4341.517,4341.3832,4262.22,4419.0865,3937.326,3133.65,3254.1403,3335.4149,3054.59,3088.2449,3279.0448,3370.93,3309.7181,3341.3286,3438.67,3343.488,3250.6023,3266.88
2025-02-19,3303.9013,3313.3661,3285.26,3271.8472,3454.8323,3691.57,3651.5768,3657.5614,3718.33,3555.1354,3631.5557,3875.63,3743.5048,3683.3509,3807.08,3789.5583,3902.7111,4033.93,3786.9047,3756.2325,3982.33,3897.3406,3725.0525,3744.91,3960.6979,3909.0814,3716.51,3959.2283,4210.7575,4189.13,4045.3873,4031.2276,3972.51,3619.095,4122.7661,5162.0,5218.7818,5244.438,5474.66,5172.7585,5080.7037,5322.18,5260.0676,5201.2262,5151.68,4921.6567,5646.7527,6915.16,7058.5681,6883.7625,6973.38,7070.555,7024.0708,6926.09,6977.5716,6993.7677,6896.31,6819.4961,6912.8547,6984.25,6725.6262,6703.7161,6925.07,6823.936,6664.8517,6675.89,6794.353,6814.9721,6726.17,6667.0876,6487.8745,6290.71,6347.4803,6318.7947,6094.85,5958.1898,6193.8951,6563.47,6558.023,6633.5205,6732.12,6333.0761,6076.2506,6200.96,6320.7886,6343.2525,6271.48,6139.1195,6043.5897,6086.26,6265.4952,6237.1406,6075.78,6164.3768,6129.981,6031.19,6282.0829,6254.3312,5960.65,6060.9857,6187.4235,6099.05,5964.1354,6000.9056,6185.99,6164.8189,5313.9388,4239.58,4256.7247,4389.5624,4231.93,4312.5475,4297.3611,4169.02,4301.8449,4463.7413,4431.67,4249.5478,4335.682,4589.64,4499.0642,4334.1051,4298.44,4332.0993,4395.011,4437.99,4426.3736,4448.2955,4544.11,4589.0789,4144.8396,3425.35,3170.8188,3304.7677,3487.58,3451.5445,3408.4731,3420.3,3333.2903,3216.223,3285.58,3654.8641,3704.5067,3432.95
2025-02-20,3438.0854,3517.8944,3519.16,3539.0179,3640.5283,3759.28,3748.198,3599.825,3474.51,3547.5503,3543.3658,3432.4,3468.9858,3601.1578,3671.49,3598.3153,3682.0156,3847.9,3704.4248,3473.5153,3477.41,3827.7004,4048.6143,4025.69,4037.5473,3922.4063,3796.9,3985.6115,4088.1201,3963.37,3882.1701,3972.5419,4083.97,4028.024,4379.6647,5071.23,5360.1711,5163.6398,4912.03,5111.6447,5244.1495,5173.85,5279.386,5425.6575,5320.0,4991.238,5747.2128,7049.65,7003.5173,6881.8762,7196.52,7130.334,6853.534,6677.28,6737.1697,6953.7632,7066.38,6849.6688,6714.8932,6777.89,6787.5292,6838.7204,6888.68,6767.7308,6702.2679,6719.66,6638.9938,6638.7162,6768.34,6858.0729,6756.4387,6483.37,6218.4527,6112.0372,6071.25,5920.4723,6062.7716,6439.46,6534.765,6438.9817,6364.43,6416.4859,6425.1601,6326.57,6211.7777,6098.9379,6111.59,6348.0356,6333.0961,6120.01,6217.3778,6280.7408,6158.02,6067.8847,6056.8973,6057.4,5990.0898,5987.9868,6062.46,6086.6729,6083.6779,6135.32,6264.6713,6203.5837,6098.67,6222.6382,5480.5945,4230.65,4070.8836,4382.4779,4525.29,4448.0842,4247.7695,4126.05,4239.7053,4287.0288,4227.12,4281.2262,4232.6842,4171.04,4411.179,4512.2923,4345.84,4237.3777,4300.238,4466.73,4549.2809,4388.5822,4246.69,4458.3054,4061.7401,3241.87,3206.9612,3384.5908,3344.93,3269.3408,3355.9122,3524.35,3506.7905,3387.508,3312.4,3296.5461,2976.1418,2498.4
2025-02-21,2404.3697,2406.5763,2408.53,2606.2237,2754.444,2673.75,2455.302,2521.5309,2714.97,2517.6478,2572.2155,2902.32,2866.8569,2810.9403,2870.89,2816.0837,2797.8571,2796.24,2650.1249,2698.7717,2892.59,2848.5039,2894.0586,3013.38,2870.754,2925.2862,3093.45,2847.3578,2829.5625,3059.43,2923.1631,2939.9741,3231.66,3334.4986,3210.228,3031.18,2982.9885,2929.0392,2903.48,3109.1773,3416.706,3664.99,3774.7493,3778.6648,3772.28,3814.3541,3689.8247,3460.32,3429.984,3492.9685,3484.65,3408.8824,3721.4574,4265.02,4384.8008,4326.9616,4301.37,4264.7827,4238.1086,4229.24,4189.0811,3984.7821,3829.89,4084.2945,4247.4185,4102.2,3915.7971,3873.6406,3954.42,3996.7253,4000.773,3983.75,3927.8339,3784.6519,3675.82,3773.0324,3756.7304,3588.03,3574.7625,3780.1759,3981.31,3880.3715,3749.654,3710.42,3622.1565,3485.2824,3432.52,3580.6593,3625.7442,3572.9,3678.3404,3567.7885,3304.23,3361.7347,3473.2312,3460.09,3399.5129,3279.9769,3274.19,3529.2927,3300.1235,2706.67,2624.7694,2619.9382,2563.99,2788.4988,2900.9766,2783.61,2727.2217,2795.7426,2757.25,2395.0547,2441.8696,2784.93,2609.754,2594.7869,2852.56,2768.6161,2611.7796,2585.08,2608.5672,2656.6597,2675.66,2627.04,2701.1707,2880.68,2934.2368,2840.602,2726.76,2728.4331,2654.6855,2448.62,2259.8063,2193.9544,2278.86,2443.6162,2492.2416,2459.05,2525.0152,2434.5253,2279.26,2444.3866,2657.9443,2618.28
2025-02-22,2306.8268,2251.2662,2487.51,2568.431,2612.9758,2684.72,2681.1259,2646.8473,2586.76,2495.8782,2626.5445,2875.71,2857.4855,2731.6974,2679.07,2731.3889,2808.1772,2867.79,2928.7544,2987.0089,3010.07,2973.9131,2971.4204,3007.83,2991.3709,2913.2318,2844.51,2868.0256,2888.5193,2914.71,3040.3813,3109.5499,3050.24,2965.2171,3049.0916,3181.83,3073.3225,3073.0293,3147.14,2964.6211,3151.7632,3642.81,3691.0592,3562.5983,3491.86,3437.8085,3436.6766,3513.77,3630.6631,3633.8989,3476.78,3312.6478,3530.4636,4032.02,4290.5426,4251.108,4159.45,4273.2092,4216.9433,4049.49,4213.9211,4331.9968,4262.27,4212.9008,4010.3922,3711.49,3654.7787,3966.4034,4318.92,4196.4501,3908.9368,3799.08,3918.0004,3883.866,3689.21,3674.0128,3656.6362,3574.15,3584.0084,3702.6515,3795.24,3712.5159,3686.5594,3729.58,3645.3316,3653.4195,3714.07,3555.7874,3434.097,3436.18,3416.1112,3497.9179,3554.72,3331.9894,3320.4866,3493.97,3339.0244,3205.6037,3317.5,3464.9134,3141.0025,2638.44,2751.8271,2840.2896,2725.62,2868.6897,2976.121,2871.2,2686.4511,2532.9818,2491.85,2575.0029,2612.0393,2594.9,2663.0409,2722.5464,2786.08,2933.673,2867.4709,2681.57,2762.0736,2736.2164,2630.86,2835.8186,2843.6919,2594.5,2574.8078,2743.7729,2908.79,2904.7817,2728.8044,2468.49,2268.5689,2287.6979,2349.73,2154.921,2225.7868,2513.82,2431.3847,2335.0965,2361.35,2353.2333,2802.0442,3501.77
2025-02-23,3653.2341,3532.2424,3459.66,3473.299,3422.0792,3350.9,3457.2413,3592.289,3653.18,3659.552,3585.2763,3502.88,3549.4666,3673.132,3751.14,3684.8701,3564.2261,3586.63,3864.6728,3953.4737,3778.13,3693.1107,3728.627,3789.18,3784.28,3798.6426,3938.56,4172.0991,4039.2024,3750.28,3998.8203,4314.3401,4216.02,3799.5495,4233.84,5223.52,5283.915,5060.7204,5067.34,5138.9405,5138.5733,5063.84,5021.3723,5068.1241,5121.24,5147.2537,5770.3191,6774.47,7208.9983,7204.4884,7095.93,7053.5686,6909.1248,6696.45,6662.0902,6759.9485,6873.15,6914.4582,6895.6271,6910.76,7026.4821,6984.5031,6800.61,6756.6519,6777.3404,6748.26,6647.4546,6602.7927,6693.95,6825.6181,6573.0284,6118.36,6082.6393,6109.2877,6056.55,6159.5885,6299.7833,6394.72,6462.8024,6414.1273,6301.94,6297.8948,6360.4377,6387.4,6302.6409,6157.6904,6078.23,6170.6557,6298.4012,6329.15,6241.1276,6187.7879,6249.08,6335.1972,6168.1656,5981.24,6256.3378,6281.8394,5946.33,5875.5449,6024.1489,6150.21,6086.4439,6033.1703,6134.06,6204.4026,5407.301,4253.06,4185.6462,4386.8744,4313.1,4238.6829,4275.9401,4318.11,4208.4311,4248.6928,4446.17,4486.9072,4415.725,4363.73,4399.782,4384.8817,4342.77,4395.6994,4229.7441,4062.16,4415.282,4508.4584,4298.36,4437.4575,4133.2173,3410.27,3204.6159,3337.9124,3360.14,3058.3791,3051.9814,3345.11,3353.7879,3410.0531,3547.7,3428.7737,3355.6136,3389.9
