result,sheet_index,sheet,field,kind,time_idx,label,row_start,row_end,col_start,col_end,note
result1,1,计划购电量,购电量,period,66,11:00-11:10,67,67,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,67,11:10-11:20,68,68,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,68,11:20-11:30,69,69,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,69,11:30-11:40,70,70,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,70,11:40-11:50,71,71,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,71,11:50-12:00,72,72,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,72,12:00-12:10,73,73,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,73,12:10-12:20,74,74,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,74,12:20-12:30,75,75,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,75,12:30-12:40,76,76,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,76,12:40-12:50,77,77,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,77,12:50-13:00,78,78,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,78,13:00-13:10,79,79,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,79,13:10-13:20,80,80,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,80,13:20-13:30,81,81,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,81,13:30-13:40,82,82,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,82,13:40-13:50,83,83,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,83,13:50-14:00,84,84,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,84,14:00-14:10,85,85,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,85,14:10-14:20,86,86,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,86,14:20-14:30,87,87,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,87,14:30-14:40,88,88,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,88,14:40-14:50,89,89,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,89,14:50-15:00,90,90,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,90,15:00-15:10,91,91,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,91,15:10-15:20,92,92,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,92,15:20-15:30,93,93,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,93,15:30-15:40,94,94,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,94,15:40-15:50,95,95,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,95,15:50-16:00,96,96,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,96,16:00-16:10,97,97,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,97,16:10-16:20,98,98,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,98,16:20-16:30,99,99,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,99,16:30-16:40,100,100,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,100,16:40-16:50,101,101,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,101,16:50-17:00,102,102,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,102,17:00-17:10,103,103,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,103,17:10-17:20,104,104,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,104,17:20-17:30,105,105,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,105,17:30-17:40,106,106,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,106,17:40-17:50,107,107,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,107,17:50-18:00,108,108,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,108,18:00-18:10,109,109,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,109,18:10-18:20,110,110,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,110,18:20-18:30,111,111,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,111,18:30-18:40,112,112,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,112,18:40-18:50,113,113,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,113,18:50-19:00,114,114,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,114,19:00-19:10,115,115,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,115,19:10-19:20,116,116,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,116,19:20-19:30,117,117,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,117,19:30-19:40,118,118,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,118,19:40-19:50,119,119,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,119,19:50-20:00,120,120,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,120,20:00-20:10,121,121,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,121,20:10-20:20,122,122,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,122,20:20-20:30,123,123,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,123,20:30-20:40,124,124,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,124,20:40-20:50,125,125,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,125,20:50-21:00,126,126,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,126,21:00-21:10,127,127,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,127,21:10-21:20,128,128,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,128,21:20-21:30,129,129,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,129,21:30-21:40,130,130,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,130,21:40-21:50,131,131,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,131,21:50-22:00,132,132,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,132,22:00-22:10,133,133,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,133,22:10-22:20,134,134,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,134,22:20-22:30,135,135,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,135,22:30-22:40,136,136,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,136,22:40-22:50,137,137,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,137,22:50-23:00,138,138,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,138,23:00-23:10,139,139,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,139,23:10-23:20,140,140,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,140,23:20-23:30,141,141,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,141,23:30-23:40,142,142,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,142,23:40-23:50,143,143,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,143,23:50-0:00+1,144,144,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,1,计划购电量,购电量,period,144,0:00+1-0:10+1,145,145,2,2,纵向模板：标签列 A 已填，值写入 B 列
result1,2,充放电量,时间段,window,,0:00-4:00,2,2,1,1,6 个 4 小时窗口
result1,2,充放电量,时间段,window,,4:00-8:00,3,3,1,1,6 个 4 小时窗口
result1,2,充放电量,时间段,window,,8:00-12:00,4,4,1,1,6 个 4 小时窗口
result1,2,充放电量,时间段,window,,12:00-16:00,5,5,1,1,6 个 4 小时窗口
result1,2,充放电量,时间段,window,,16:00-20:00,6,6,1,1,6 个 4 小时窗口
result1,2,充放电量,时间段,window,,20:00-24:00,7,7,1,1,6 个 4 小时窗口
result1,2,充放电量,充电量,window,,充电量,2,,2,2,
result1,2,充放电量,放电量,window,,放电量,2,,3,3,
result1,2,充放电量,时刻,window,,时刻,2,,4,4,窗口边界时刻
result1,2,充放电量,储电量,window,,储电量,2,,5,5,
result2,1,计划购电量,计划购电量,period,1,0:10-0:20,2,335,2,2,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,2,0:20-0:30,2,335,3,3,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,3,0:30-0:40,2,335,4,4,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,4,0:40-0:50,2,335,5,5,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,5,0:50-1:00,2,335,6,6,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,6,1:00-1:10,2,335,7,7,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,7,1:10-1:20,2,335,8,8,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,8,1:20-1:30,2,335,9,9,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,9,1:30-1:40,2,335,10,10,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,10,1:40-1:50,2,335,11,11,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,11,1:50-2:00,2,335,12,12,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,12,2:00-2:10,2,335,13,13,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,13,2:10-2:20,2,335,14,14,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,14,2:20-2:30,2,335,15,15,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,15,2:30-2:40,2,335,16,16,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,16,2:40-2:50,2,335,17,17,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,17,2:50-3:00,2,335,18,18,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,18,3:00-3:10,2,335,19,19,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,19,3:10-3:20,2,335,20,20,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,20,3:20-3:30,2,335,21,21,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,21,3:30-3:40,2,335,22,22,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,22,3:40-3:50,2,335,23,23,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,23,3:50-4:00,2,335,24,24,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,24,4:00-4:10,2,335,25,25,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,25,4:10-4:20,2,335,26,26,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,26,4:20-4:30,2,335,27,27,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,27,4:30-4:40,2,335,28,28,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,28,4:40-4:50,2,335,29,29,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,29,4:50-5:00,2,335,30,30,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,30,5:00-5:10,2,335,31,31,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,31,5:10-5:20,2,335,32,32,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,32,5:20-5:30,2,335,33,33,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,33,5:30-5:40,2,335,34,34,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,34,5:40-5:50,2,335,35,35,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,35,5:50-6:00,2,335,36,36,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,36,6:00-6:10,2,335,37,37,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,37,6:10-6:20,2,335,38,38,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,38,6:20-6:30,2,335,39,39,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,39,6:30-6:40,2,335,40,40,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,40,6:40-6:50,2,335,41,41,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,41,6:50-7:00,2,335,42,42,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,42,7:0-7:10,2,335,43,43,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,43,7:10-7:20,2,335,44,44,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,44,7:20-7:30,2,335,45,45,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,45,7:30-7:40,2,335,46,46,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,46,7:40-7:50,2,335,47,47,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,47,7:50-8:00,2,335,48,48,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,48,8:00-8:10,2,335,49,49,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,49,8:10-8:20,2,335,50,50,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,50,8:20-8:30,2,335,51,51,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,51,8:30-8:40,2,335,52,52,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,52,8:40-8:50,2,335,53,53,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,53,8:50-9:00,2,335,54,54,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,54,9:00-9:10,2,335,55,55,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,55,9:10-9:20,2,335,56,56,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,56,9:20-9:30,2,335,57,57,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,57,9:30-9:40,2,335,58,58,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,58,9:40-9:50,2,335,59,59,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,59,9:50-10:00,2,335,60,60,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,60,10:00-10:10,2,335,61,61,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,61,10:10-10:20,2,335,62,62,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,62,10:20-10:30,2,335,63,63,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,63,10:30-10:40,2,335,64,64,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,64,10:40-10:50,2,335,65,65,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,65,10:50-11:00,2,335,66,66,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,66,11:00-11:10,2,335,67,67,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,67,11:10-11:20,2,335,68,68,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,68,11:20-11:30,2,335,69,69,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,69,11:30-11:40,2,335,70,70,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,70,11:40-11:50,2,335,71,71,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,71,11:50-12:00,2,335,72,72,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,72,12:00-12:10,2,335,73,73,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,73,12:10-12:20,2,335,74,74,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,74,12:20-12:30,2,335,75,75,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,75,12:30-12:40,2,335,76,76,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,76,12:40-12:50,2,335,77,77,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,77,12:50-13:00,2,335,78,78,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,78,13:00-13:10,2,335,79,79,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,79,13:10-13:20,2,335,80,80,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,80,13:20-13:30,2,335,81,81,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,81,13:30-13:40,2,335,82,82,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,82,13:40-13:50,2,335,83,83,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,83,13:50-14:00,2,335,84,84,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,84,14:00-14:10,2,335,85,85,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,85,14:10-14:20,2,335,86,86,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,86,14:20-14:30,2,335,87,87,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,87,14:30-14:40,2,335,88,88,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,88,14:40-14:50,2,335,89,89,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,89,14:50-15:00,2,335,90,90,横向模板：日期列 A，时段列 B..EO
result2,1,计划购电量,计划购电量,period,90,15:00-15:10,2,335,91,91,横向模板：日期列 A，时段列 B..EO
