date,interval_index,plan_purchase_kwh,actual_extracted_kwh,actual_charge_kwh,actual_discharge_kwh,actual_soc_start_kwh,actual_soc_end_kwh,emergency_purchase_kwh,curtailment_kwh
2025-02-01,48,249.97108072477334,249.97108072477334,0.0,45.238333093563256,2949.078769324894,2898.8139547764904,4.713502848329995,0.0
2025-02-01,49,251.92226671897657,175.12633005111957,0.0,27.09990328221386,2898.8139547764904,2868.702951129586,0.0,0.0
2025-02-01,50,126.96748936818045,60.47999625174441,0.0,69.31260374825558,2868.702951129586,2791.6889469648577,0.0,0.0
2025-02-01,51,132.49928280493566,45.61366980992807,0.0,40.67091352340515,2791.6889469648577,2746.499043049963,0.0,0.0
2025-02-01,52,103.54439006158714,0.0,0.0,40.6799849550016,2746.499043049963,2701.2990597666276,0.0,4.710834955001587
2025-02-01,53,0.0,0.0,0.0,137.89788198910458,2701.2990597666276,2548.0791908898445,0.0,75.44394865577124
2025-02-01,54,0.0,0.0,0.0,162.105048700339,2548.0791908898445,2367.96247011169,0.0,46.92838203367228
2025-02-01,55,0.0,0.0,0.0,135.13445705371487,2367.96247011169,2217.81307338534,0.0,89.31034038704831
2025-02-01,56,0.0,0.0,0.0,41.82049674407847,2217.81307338534,2171.345854780808,0.0,73.18099674407847
2025-02-01,57,0.0,0.0,0.0,0.0,2171.345854780808,2171.345854780808,0.0,61.70083333333332
2025-02-01,58,0.0,0.0,0.0,0.0,2171.345854780808,2171.345854780808,0.0,105.10811666666666
2025-02-01,59,0.0,0.0,0.0,0.0,2171.345854780808,2171.345854780808,0.0,170.19725000000005
2025-02-01,60,0.0,0.0,81.1074801274849,0.0,2171.345854780808,2244.3425868955446,0.0,134.32293653918168
2025-02-01,61,0.0,0.0,130.80731423629834,0.0,2244.3425868955446,2362.069169708213,0.0,69.61031909703502
2025-02-01,62,0.0,0.0,109.39839241958555,0.0,2362.069169708213,2460.52772288584,0.0,117.52179091374774
2025-02-01,63,0.0,0.0,102.39719335919017,0.0,2460.52772288584,2552.6851969091113,0.0,189.8282233074765
2025-02-01,64,0.0,0.0,111.19493009613632,0.0,2552.6851969091113,2652.7606339956337,0.0,189.89280323719709
2025-02-01,65,0.0,0.0,188.8345578340967,0.0,2652.7606339956337,2822.7117360463208,0.0,154.3828421659033
2025-02-01,66,0.0,0.0,231.2936845023312,0.0,2822.7117360463208,3030.8760520984188,0.0,176.05631549766872
2025-02-01,67,0.0,0.0,244.9090317015182,0.0,3030.8760520984188,3251.294180629785,0.0,143.57443496514838
2025-02-01,68,0.0,0.0,263.3209336344528,0.0,3251.294180629785,3488.2830209007925,0.0,131.91913303221395
2025-02-01,69,0.0,0.0,273.43975383377335,0.0,3488.2830209007925,3734.3787993511887,0.0,171.08774616622668
2025-02-01,70,0.0,0.0,241.44874691266375,0.0,3734.3787993511887,3951.682671572586,0.0,202.6583530873363
2025-02-01,71,0.0,0.0,247.92089675848217,0.0,3951.682671572586,4174.81147865522,0.0,200.34643657485105
2025-02-01,72,-0.0,0.0,294.2616955193706,0.0,4174.81147865522,4439.647004622653,0.0,166.36122114729608
2025-02-01,73,-0.0,0.0,265.19317128220644,0.0,4439.647004622653,4678.320858776639,0.0,163.44864538446018
2025-02-01,74,0.0,0.0,216.11615378508043,0.0,4678.320858776639,4872.825397183212,0.0,210.2711128815863
2025-02-01,75,0.0,0.0,211.07275548968323,0.0,4872.825397183212,5062.790877123927,0.0,247.31807784365003
2025-02-01,76,648.8575498196799,382.34973333333346,833.3333333333334,0.0,5062.790877123927,5812.790877123927,0.0,0.0
2025-02-01,77,0.0,0.0,156.01637973111497,0.0,5812.790877123927,5953.205618881931,0.0,269.6380036022183
2025-02-01,78,0.0,0.0,117.42156413549321,0.0,5953.205618881931,6058.885026603874,0.0,296.1217691978401
2025-02-01,79,0.0,0.0,143.32034561572345,0.0,6058.885026603874,6187.873337658026,0.0,278.3283377176099
2025-02-01,80,0.0,0.0,184.04060829882087,0.0,6187.873337658026,6353.509885126965,0.0,238.6838250345122
2025-02-01,81,0.0,0.0,199.33617879791086,0.0,6353.509885126965,6532.912446045085,0.0,210.93173786875582
2025-02-01,82,0.0,0.0,221.93085288480427,0.0,6532.912446045085,6732.650213641408,0.0,170.54486378186243
2025-02-01,83,0.0,0.0,210.15913102220964,0.0,6732.650213641408,6921.793431561397,0.0,113.5480023111237
2025-02-01,84,0.0,0.0,211.55036400974083,0.0,6921.793431561397,7112.188759170163,0.0,21.992135990259158
2025-02-01,85,0.0,0.0,110.97355719625284,0.0,7112.188759170163,7212.0649606467905,0.0,91.9264761370805
2025-02-01,86,0.0,0.0,118.38504181132726,0.0,7212.0649606467905,7318.611498276985,0.0,47.883774855339425
2025-02-01,87,0.0,0.0,96.32580574188296,0.0,7318.611498276985,7405.304723444679,0.0,20.262527591450294
2025-02-01,88,0.0,0.0,47.58307343505817,0.0,7405.304723444679,7448.129489536232,0.0,64.86124323160857
2025-02-01,89,0.0,0.0,0.0,2.1978248645267513,7448.129489536232,7445.6874619089795,0.0,95.96505819786
2025-02-01,90,0.0,0.0,9.960108864365452,0.0,7445.6874619089795,7454.651559886908,0.0,25.841557802301168
2025-02-01,91,0.0,0.0,0.0,52.91971668402982,7454.651559886908,7395.85187468243,0.0,24.490566684029886
2025-02-01,92,0.0,0.0,0.0,81.548723242591,7395.85187468243,7305.242182190663,16.3853434240757,0.0
2025-02-01,93,0.0,0.0,0.0,122.93796977149873,7305.242182190663,7168.6444380001085,35.07953022850131,0.0
2025-02-01,94,41.53649799126106,41.53649799126106,0.0,108.27590689284682,7168.6444380001085,7048.337874785834,33.34794511589212,0.0
2025-02-01,95,88.54962068624747,88.54962068624747,0.0,103.61265689284699,7048.337874785834,6933.212700460449,1.975772420905514,0.0
2025-02-01,96,166.3602017554888,113.93626564498982,0.0,105.8824843550102,6933.212700460449,6815.5654956215485,0.0,0.0
2025-02-01,97,195.57356653757802,188.62802740556026,0.0,84.28032259443978,6815.5654956215485,6721.920692738838,0.0,0.0
2025-02-01,98,246.14915247003717,239.48991907222683,0.0,79.10463092777309,6721.920692738838,6634.026658374645,0.0,0.0
2025-02-01,99,290.184446678423,247.9932745734759,0.0,112.75089209319071,6634.026658374645,6508.747889382211,0.0,0.0
2025-02-01,100,324.0369263169789,287.1382487403325,0.0,137.6290179263342,6508.747889382211,6355.8267583529505,0.0,0.0
2025-02-01,101,446.3040604894607,413.32954768541447,0.0,12.777002314585502,6355.8267583529505,6341.630089114522,0.0,0.0
2025-02-01,102,422.36613524320813,387.07374999999996,0.0,0.0,6341.630089114522,6341.630089114522,0.0,0.0
2025-02-01,103,492.28571200547094,433.5435166666667,0.0,0.0,6341.630089114522,6341.630089114522,0.0,15.897433333333334
2025-02-01,104,509.1826655000373,439.7808,0.0,0.0,6341.630089114522,6341.630089114522,0.0,0.0
2025-02-01,105,472.3736102584702,436.13666666666666,0.0,0.0,6341.630089114522,6341.630089114522,0.0,0.0
2025-02-01,106,505.58638848883885,445.99516666666665,0.0,0.0,6341.630089114522,6341.630089114522,0.0,0.68945
2025-02-01,107,467.5655131698279,439.89263333333326,0.0,0.0,6341.630089114522,6341.630089114522,0.0,0.0
2025-02-01,108,312.84666666666675,269.1933821646264,0.0,159.2766178353736,6341.630089114522,6164.65606929744,0.0,0.0
2025-02-01,109,287.0774666666666,259.88890367049464,0.0,194.2461463295054,6164.65606929744,5948.827017820212,0.0,0.0
2025-02-01,110,314.9303833333331,309.75029934524366,0.0,162.515017321423,5948.827017820212,5768.254776351964,0.0,0.0
2025-02-01,111,296.20083333333343,285.49140713272516,0.0,168.6769262006082,5768.254776351964,5580.8359694624,0.0,0.0
2025-02-01,112,361.94714166666677,283.3321223725244,0.0,135.0405109608089,5580.8359694624,5430.790957283723,0.0,0.0
2025-02-01,113,342.86983333333313,244.6102134912823,0.0,169.472019842051,5430.790957283723,5242.488713014778,0.0,0.0
2025-02-01,114,320.36333333333334,248.64701895414862,0.0,183.4913143791847,5242.488713014778,5038.609474815684,0.0,0.0
2025-02-01,115,272.26243569983404,229.5697841054444,0.0,194.44433256122227,5038.609474815684,4822.560216414326,0.0,0.0
2025-02-01,116,324.9246,300.68792821741545,0.0,141.7245384492512,4822.560216414326,4665.088507026268,0.0,0.0
2025-02-01,117,317.3208333333333,317.3208333333333,0.0,150.18311344925127,4665.088507026268,4498.218380971544,16.242719884082078,0.0
2025-02-01,118,312.1346666666666,312.1346666666666,0.0,162.45265498171858,4498.218380971544,4317.715430991857,6.597145018281481,0.0
2025-02-01,119,300.90183333333323,265.04052599641665,0.0,179.7254073369167,4317.715430991857,4118.020533950838,0.0,0.0
2025-02-01,120,312.10166666666635,225.0163865060136,0.0,193.07861349398644,4118.020533950838,3903.488741179742,0.0,0.0
2025-02-01,121,314.0792558780391,253.3797865060136,0.0,183.36073016065302,3903.488741179742,3699.7545965567942,0.0,0.0
2025-02-01,122,320.50295000000006,284.07200519190695,0.0,168.62584480809306,3699.7545965567942,3512.392546770024,0.0,0.0
2025-02-01,123,302.5850000000001,264.49995242328407,0.0,185.46838091004923,3512.392546770024,3306.3165679810804,0.0,0.0
2025-02-01,124,336.8736333333334,299.2854541656344,0.0,155.78124583436556,3306.3165679810804,3133.2262948317853,0.0,0.0
2025-02-01,125,321.1644999999999,270.29390482783595,0.0,183.7184618388307,3133.2262948317853,2929.094670566418,0.0,0.0
2025-02-01,126,323.7424999999999,259.2715463123329,0.0,200.1334536876671,2929.094670566418,2706.72416646901,0.0,0.0
2025-02-01,127,331.2888666666668,314.27951212190044,0.0,183.14125454476624,2706.72416646901,2503.233883641492,0.0,0.0
2025-02-01,128,291.39643333333356,291.39643333333356,0.0,178.43754122660226,2503.233883641492,2304.9699489452673,33.44915877339753,0.0
2025-02-01,129,313.80166666666673,302.2114366030021,0.0,175.3452300636646,2304.9699489452673,2110.1419155411954,0.0,0.0
2025-02-01,130,280.71388333333346,280.71388333333346,0.0,197.83012993236474,2110.1419155411954,1890.3306600607903,0.5919367343017825,0.0
2025-02-01,131,267.12284166666666,230.94474700411337,0.0,219.25935299588662,1890.3306600607903,1646.7091567320274,0.0,0.0
2025-02-01,132,1268.6420857721787,1225.4183333333335,833.3333333333334,0.0,1646.7091567320274,2396.7091567320276,0.0,0.0
2025-02-01,133,1264.4988656786754,1205.10315,833.3333333333334,0.0,2396.7091567320276,3146.7091567320276,0.0,0.0
2025-02-01,134,438.10387401200865,363.57821666666666,0.0,0.0,3146.7091567320276,3146.7091567320276,0.0,0.0
2025-02-01,135,1265.2062689823886,1192.49,833.3333333333334,0.0,3146.7091567320276,3896.7091567320276,0.0,0.0
2025-02-01,136,1263.521050955839,1215.3840500000001,833.3333333333334,0.0,3896.7091567320276,4646.709156732028,0.0,0.0
2025-02-01,137,430.4809313935465,417.16841666666664,0.0,0.0,4646.709156732028,4646.709156732028,0.0,0.0
2025-02-01,138,1289.5019813935464,1265.13,833.3333333333334,0.0,4646.709156732028,5396.709156732028,0.0,0.0
2025-02-01,139,442.6074647268798,406.46494999999993,0.0,0.0,5396.709156732028,5396.709156732028,0.0,0.0
2025-02-01,140,429.63816688047723,400.95986666666664,0.0,0.0,5396.709156732028,5396.709156732028,0.0,0.0
2025-02-01,141,1271.9573168804773,1243.2783333333334,833.3333333333334,0.0,5396.709156732028,6146.709156732028,0.0,0.0
2025-02-01,142,594.442731182743,540.4384559689324,153.2017559689324,0.0,6146.709156732028,6284.590737104067,0.0,0.0
2025-02-01,143,482.47793532753286,454.71015,0.0,0.0,6284.590737104067,6284.590737104067,0.0,0.0
2025-02-01,144,564.2851839557478,564.2851839557478,0.0,0.0,6284.590737104067,6284.590737104067,16.538149377585455,0.0
2025-02-02,1,1433.0734929918426,1431.9973833333333,833.3333333333334,0.0,6284.590737104067,7034.590737104067,0.0,0.0
2025-02-02,2,1419.5453647101306,1415.0678166666667,833.3333333333334,0.0,7034.590737104067,7784.590737104067,0.0,0.0
2025-02-02,3,1418.3460159215817,1417.9266666666667,833.3333333333334,0.0,7784.590737104067,8534.590737104067,0.0,0.0
2025-02-02,4,1415.6939488381745,1415.6939488381745,829.5910827333746,0.0,8534.590737104067,9281.222711564104,5.618667216882236e-07,0.0
2025-02-02,5,1442.1389648112236,1420.5302000000001,833.3333333333334,0.0,9281.222711564104,10031.222711564104,0.0,0.0
2025-02-02,6,636.0183742194388,596.0733333333333,0.0,0.0,10031.222711564104,10031.222711564104,0.0,0.0
2025-02-02,7,633.7099846846883,612.0548166666666,0.0,0.0,10031.222711564104,10031.222711564104,0.0,0.0
2025-02-02,8,600.3046433767561,598.3243,0.0,0.0,10031.222711564104,10031.222711564104,0.0,0.0
2025-02-02,9,639.2257019204487,589.354736551037,17.121403217703726,0.0,10031.222711564104,10046.631974460037,0.0,0.0
2025-02-02,10,611.3978454943322,591.6527333333333,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,11,606.9417734771927,606.9417734771927,0.0,0.0,10046.631974460037,10046.631974460037,17.353926522807228,0.0
2025-02-02,12,633.5451917258529,628.665,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,13,662.445099727494,599.0741166666667,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,14,672.8804005356317,611.8605833333334,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,15,645.7285940946798,645.7285940946798,0.0,0.0,10046.631974460037,10046.631974460037,1.4097392386535148,0.0
2025-02-02,16,642.0884961291548,618.5352333333333,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,17,626.6447678946396,626.6447678946396,0.0,0.0,10046.631974460037,10046.631974460037,6.197748772027012,0.0
2025-02-02,18,615.2517233349963,615.2517233349963,0.0,0.0,10046.631974460037,10046.631974460037,67.48994333167025,0.0
2025-02-02,19,619.5044275181103,619.5044275181103,0.0,0.0,10046.631974460037,10046.631974460037,30.786839148556282,0.0
2025-02-02,20,657.1199029987288,625.2837,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,21,689.291724071867,648.8266666666666,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,22,674.4812280385571,667.2369666666666,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,23,668.0696105726081,658.5554999999999,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,24,699.0160581501555,637.655,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,25,686.9959516378511,636.6545833333332,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,26,688.0016759584122,645.9066666666666,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,27,686.3167559390291,652.9649999999999,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,28,694.6444806766291,656.2554833333334,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,29,722.9856212622269,665.3873333333333,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.00023333333333333333
2025-02-02,30,687.1376737804388,681.0333333333333,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,31,710.2446351878062,691.0207666666666,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,32,735.3661520448649,679.2231166666666,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.00315
2025-02-02,33,701.8179640884454,647.9466666666666,0.0,0.0,10046.631974460037,10046.631974460037,0.0,0.0
2025-02-02,34,1547.929376478236,1466.8280333333332,833.3333333333334,0.0,10046.631974460037,10796.631974460037,0.0,0.0
2025-02-02,35,864.903402413661,723.7820499999999,0.0,0.0,10796.631974460037,10796.631974460037,0.0,0.04398333333333333
2025-02-02,36,373.5974369512246,334.96777692990645,0.0,520.5655564034269,10796.631974460037,10218.225800678452,0.0,0.0
2025-02-02,37,379.50289999999995,354.3731602632396,0.0,512.8763564034269,10218.225800678452,9648.363182452422,0.0,0.0
2025-02-02,38,907.21278949711,855.2815166666666,0.0,0.0,9648.363182452422,9648.363182452422,0.0,0.6127
2025-02-02,39,457.1969839760352,404.43756850309023,0.0,469.06409816357643,9648.363182452422,9127.18085115956,0.0,0.0
2025-02-02,40,892.5146280880995,876.0123666666666,0.0,0.0,9127.18085115956,9127.18085115956,0.0,0.0
2025-02-02,41,900.6339549862967,853.8498833333333,0.0,0.0,9127.18085115956,9127.18085115956,0.0,19.09655
2025-02-02,42,872.9671208976947,832.265,0.0,0.0,9127.18085115956,9127.18085115956,0.0,64.34375
2025-02-02,43,830.5744745600433,735.4969833333332,0.0,0.0,9127.18085115956,9127.18085115956,0.0,0.0
2025-02-02,44,775.1256509995578,708.6741333333332,0.0,0.0,9127.18085115956,9127.18085115956,0.0,0.0
2025-02-02,45,740.9691966165472,656.5766666666666,0.0,0.0,9127.18085115956,9127.18085115956,0.0,0.0
2025-02-02,46,1494.4032261502402,1432.3798833333335,833.3333333333334,0.0,9127.18085115956,9877.18085115956,0.0,0.0
2025-02-02,47,724.5680439094248,668.6475666666665,0.0,0.0,9877.18085115956,9877.18085115956,0.0,0.0
2025-02-02,48,257.9470603252221,216.8775028382754,0.0,594.2716638283912,9877.18085115956,9216.879002461346,0.0,0.0
2025-02-02,49,233.14277977362303,233.14277977362303,0.0,584.6158916865259,9216.879002461346,8567.305789476317,5.0726785398512675,0.0
2025-02-02,50,144.1365677390363,144.1365677390363,0.0,595.2806589928017,8567.305789476317,7905.882835039871,19.458639934828625,0.0
2025-02-02,51,145.6828360998794,132.1166243716907,0.0,560.4496256283093,7905.882835039871,7283.161028786194,0.0,0.0
2025-02-02,52,55.55228750227536,50.23526915418097,0.0,589.8922308458191,7283.161028786194,6627.7252167352835,0.0,0.0
2025-02-02,53,0.0,0.0,0.0,610.195342006485,6627.7252167352835,5949.730392283634,0.0,24.111042006485036
2025-02-02,54,0.0,0.0,0.0,560.5209202378063,5949.730392283634,5326.9293697971825,0.0,39.31800357113957
2025-02-02,55,0.0,0.0,0.0,505.158836444671,5326.9293697971825,4765.641773747548,0.0,50.32000311133777
2025-02-02,56,0.0,0.0,0.0,445.83760179737305,4765.641773747548,4270.266660639355,0.0,32.05403513070655
2025-02-02,57,0.0,0.0,0.0,400.2725478437335,4270.266660639355,3825.519385257429,0.0,25.990047843733464
2025-02-02,58,0.0,0.0,0.0,367.3563720025181,3825.519385257429,3417.3456385879645,0.0,78.38365533585147
2025-02-02,59,0.0,0.0,0.0,341.00709686204425,3417.3456385879645,3038.448864296804,0.0,109.60169686204438
2025-02-02,60,0.0,0.0,0.0,316.6158734797592,3038.448864296804,2686.653449319294,0.0,94.25295681309251
2025-02-02,61,0.0,0.0,0.0,224.8652362723883,2686.653449319294,2436.8031867944183,0.0,14.105702939054936
2025-02-02,62,0.0,0.0,0.0,196.8738031154943,2436.8031867944183,2218.0545166660913,0.0,4.8405197821610955
2025-02-02,63,0.0,0.0,0.0,213.52606232797712,2218.0545166660913,1980.8033363016723,0.0,48.4510623279773
2025-02-02,64,0.0,0.0,0.0,165.75422565747135,1980.8033363016723,1796.6319744600373,0.0,39.145575657471454
2025-02-02,65,149.16655149591952,99.80025,0.0,0.0,1796.6319744600373,1796.6319744600373,0.0,0.0
2025-02-02,66,902.8123852204754,902.8123852204754,817.3486352204754,0.0,1796.6319744600373,2532.2457461584654,0.0,0.0
2025-02-02,67,875.8473464367997,875.8473464367997,815.326429770133,0.0,2532.2457461584654,3266.039532951585,0.0,0.0
2025-02-02,68,930.3722486718185,857.3780500000001,833.3333333333334,0.0,3266.039532951585,4016.039532951585,0.0,0.0
2025-02-02,69,974.03466960462,847.7375000000001,833.3333333333334,0.0,4016.039532951585,4766.039532951585,0.0,0.0
2025-02-02,70,908.8912906134991,888.3790166666669,833.3333333333334,0.0,4766.039532951585,5516.039532951585,0.0,0.0
2025-02-02,71,886.5204277961687,820.7159999999998,833.3333333333334,0.0,5516.039532951585,6266.039532951585,0.0,0.0
2025-02-02,72,844.8394245748619,699.9304166666667,833.3333333333334,0.0,6266.039532951585,7016.039532951585,0.0,0.0
2025-02-02,73,919.0201933907156,746.6966000000001,833.3333333333334,0.0,7016.039532951585,7766.039532951585,0.0,0.0
2025-02-02,74,949.083643899194,811.439,833.3333333333334,0.0,7766.039532951585,8516.039532951585,0.0,0.0
2025-02-02,75,971.1981241125238,793.7945833333334,833.3333333333334,0.0,8516.039532951585,9266.039532951585,0.0,0.0
2025-02-02,76,949.0576901126233,749.4049166666667,833.3333333333334,0.0,9266.039532951585,10016.039532951585,0.0,0.0
2025-02-02,77,953.0063610259767,774.1592666666667,833.3333333333334,0.0,10016.039532951585,10766.039532951585,0.0,0.0
2025-02-02,78,145.62901046153127,19.462499999999864,0.0,0.0,10766.039532951585,10766.039532951585,0.0,0.0
2025-02-02,79,114.80953804394562,45.4698333333331,0.0,0.0,10766.039532951585,10766.039532951585,0.0,0.0
2025-02-02,80,118.03599472450321,26.771183333333283,0.0,0.0,10766.039532951585,10766.039532951585,0.0,0.0
2025-02-02,81,204.39039556034186,22.57583333333332,0.0,0.0,10766.039532951585,10766.039532951585,0.0,0.0
2025-02-02,82,192.18851567544698,78.46208333333323,0.0,0.0,10766.039532951585,10766.039532951585,0.0,0.0
2025-02-02,83,0.0,0.0,0.0,191.80071591336775,10766.039532951585,10552.927626381177,0.0,86.50056591336784
2025-02-02,84,0.0,0.0,0.0,210.83526112805748,10552.927626381177,10318.66622512778,0.0,110.9735944613908
2025-02-02,85,0.0,0.0,0.0,266.5532602319695,10318.66622512778,10022.495935981147,0.0,120.32319356530286
2025-02-02,86,0.0,0.0,0.0,322.01248820772184,10022.495935981147,9664.704282417011,0.0,121.5589382077219
2025-02-02,87,0.0,0.0,0.0,365.6192362933366,9664.704282417011,9258.460686535525,0.0,135.52215296000327
2025-02-02,88,0.0,0.0,0.0,415.6448389271534,9258.460686535525,8796.633087727578,0.0,162.65498892715345
2025-02-02,89,0.0,0.0,0.0,466.6987549853628,8796.633087727578,8278.078915521619,0.0,160.58130498536275
2025-02-02,90,1330.5518550809088,1206.4945833333334,833.3333333333334,0.0,8278.078915521619,9028.078915521619,0.0,0.0
