date,scenario,interval,L_scen_kwh,G_scen_kwh
2025-07-15,1,45,847.0563696969482,637.7226461392262
2025-07-15,1,46,875.5686186393239,684.8833702567093
2025-07-15,1,47,998.2272997764173,734.7636843221586
2025-07-15,1,48,1202.265711980016,776.1613042685183
2025-07-15,1,49,1222.3803737548935,808.5230814742209
2025-07-15,1,50,1213.3781584107792,835.0418220192997
2025-07-15,1,51,1239.0917880385598,871.7936605830444
2025-07-15,1,52,1223.9158626591504,939.2925423938532
2025-07-15,1,53,1237.111047523524,979.4203293811606
2025-07-15,1,54,1203.1095718037564,998.8663482146395
2025-07-15,1,55,1207.784258781729,1057.7326591453493
2025-07-15,1,56,1204.8358024860092,1129.9413760631414
2025-07-15,1,57,1205.1994602730917,1186.2307695864704
2025-07-15,1,58,1196.8652639648171,1220.4880669098181
2025-07-15,1,59,1151.9336856911868,1261.6177246889754
2025-07-15,1,60,1113.8936941262805,1314.9076193313256
2025-07-15,1,61,1179.5501582774389,1346.0986977095417
2025-07-15,1,62,1217.8601508453992,1339.1148130784668
2025-07-15,1,63,1195.2737055160555,1328.806031554203
2025-07-15,1,64,1199.9804263724902,1371.2253769622146
2025-07-15,1,65,1181.3993779149598,1413.2703469391383
2025-07-15,1,66,1168.0864535731628,1454.3586530017399
2025-07-15,1,67,1197.481228032938,1545.8181401272816
2025-07-15,1,68,1215.6303840296564,1643.0739758576651
2025-07-15,1,69,1198.0898615679325,1709.6124484587176
2025-07-15,1,70,1181.3206439169633,1734.1780246059905
2025-07-15,1,71,1166.143835632617,1671.8162338351265
2025-07-15,1,72,1136.40319523386,1613.2827909216658
2025-07-15,1,73,1141.9015930756934,1696.3158397877066
2025-07-15,1,74,1134.667682799116,1714.2339083852464
2025-07-15,1,75,1135.5282088389965,1637.7471343148784
2025-07-15,1,76,1107.8882987527154,1633.0317570071381
2025-07-15,1,77,1191.9714275433357,1588.3374682139847
2025-07-15,1,78,1285.248516600699,1487.7716823903993
2025-07-15,1,79,1203.2204469666867,1443.037587053747
2025-07-15,1,80,1147.831750641834,1398.1921841879275
2025-07-15,1,81,1200.579062454038,1334.170632308331
2025-07-15,1,82,1257.3950375945976,1295.346798407104
2025-07-15,1,83,1219.8245262717699,1252.3975136278352
2025-07-15,1,84,1191.4638216232188,1214.65972941816
2025-07-15,1,85,1212.7709248503907,1220.3364998183627
2025-07-15,1,86,1244.2541317497048,1196.3390386182482
2025-07-15,1,87,1288.161901117639,1131.3435551051753
2025-07-15,1,88,1314.6385627167379,1088.3944855346294
2025-07-15,1,89,1314.940324413567,1055.3799058144928
2025-07-15,1,90,1294.3826967415725,1031.9860548109637
2025-07-15,1,91,1263.4468135446245,1028.8303136991472
2025-07-15,1,92,1265.2829949426891,976.120141804694
2025-07-15,1,93,1279.1347580498941,885.5018414719563
2025-07-15,1,94,1280.5347221486056,842.2708839905669
2025-07-15,1,95,1287.2499711379558,804.1634845751287
2025-07-15,1,96,1293.6987042308515,749.4961918753893
2025-07-15,1,97,1274.2744735000356,709.6086481563269
2025-07-15,1,98,1254.3655531419208,700.7177407026783
2025-07-15,1,99,1250.028030282374,682.2842697033966
2025-07-15,1,100,1312.191290721884,594.3774765773132
2025-07-15,1,101,1292.4575942488623,513.5308156964109
2025-07-15,1,102,1235.5097886412036,479.4336301296428
2025-07-15,1,103,1287.4788123586573,461.28936447176505
2025-07-15,1,104,1365.63044272445,421.39282599943954
2025-07-15,1,105,1381.3060878268207,361.1691313502297
2025-07-15,1,106,1341.0023451387597,314.39332865591444
2025-07-15,1,107,1232.8444363544404,269.6771903031722
2025-07-15,1,108,1020.1595280538799,215.35156962375424
2025-07-15,1,109,1010.9056178243623,157.7278209906349
2025-07-15,1,110,974.9546811427233,113.9790733931504
2025-07-15,1,111,1007.789596918745,81.82910407468675
2025-07-15,1,112,1085.7429094231306,44.86412592466315
2025-07-15,1,113,1111.8834404338656,15.059461571927613
2025-07-15,1,114,1071.3833362990526,0.0
2025-07-15,1,115,982.3344950081151,0.0
2025-07-15,1,116,983.0137828472223,1.0540252831766264
2025-07-15,1,117,958.8177414607513,0.0
2025-07-15,1,118,1018.8772489691922,0.0
2025-07-15,1,119,1052.2433135801664,0.051366666666666665
2025-07-15,1,120,1058.3202360420996,0.0
2025-07-15,1,121,1031.9338737678036,0.0
2025-07-15,1,122,1052.3503543897934,0.0036833333333333336
2025-07-15,1,123,1084.9609723526282,0.0
2025-07-15,1,124,1038.847687068308,0.0
2025-07-15,1,125,993.4231753165234,0.0002666666666666667
2025-07-15,1,126,1017.2974818425121,0.0
2025-07-15,1,127,1105.5904859340983,0.0
2025-07-15,1,128,1029.5188061226913,0.0
2025-07-15,1,129,957.1820287996702,0.0
2025-07-15,1,130,1027.590146334136,0.0
2025-07-15,1,131,981.9320790309017,0.0
2025-07-15,1,132,853.6504992427157,0.0
2025-07-15,1,133,826.4312771333982,0.0
2025-07-15,1,134,889.6516825907104,0.0
2025-07-15,1,135,937.0297990429057,0.0
2025-07-15,1,136,878.510094435115,0.0
2025-07-15,1,137,863.2498251258012,0.0
2025-07-15,1,138,860.6785056581328,0.0
2025-07-15,1,139,857.4068564988054,0.0
2025-07-15,1,140,846.1786976955136,0.0
2025-07-15,1,141,873.5838272804237,0.0
2025-07-15,1,142,826.6828062918295,0.0
2025-07-15,1,143,836.7545041791475,0.0
2025-07-15,1,144,887.3549005570273,0.0
2025-07-15,2,1,783.618368617714,0.0
2025-07-15,2,2,811.474297101225,0.0
2025-07-15,2,3,841.2926959284032,0.0
2025-07-15,2,4,767.3338263243567,0.0
2025-07-15,2,5,734.0802414136109,0.0
2025-07-15,2,6,712.1654772471354,0.0
2025-07-15,2,7,724.5037730760198,0.0
2025-07-15,2,8,727.4035833347498,0.0
2025-07-15,2,9,772.14509087836,0.0
2025-07-15,2,10,814.513041345006,0.0
2025-07-15,2,11,794.5411706454412,0.0
2025-07-15,2,12,756.5946358327807,0.0
2025-07-15,2,13,703.9886417935282,0.0
2025-07-15,2,14,720.5640596379951,0.0
2025-07-15,2,15,793.0997366382353,0.0
2025-07-15,2,16,731.625670448487,0.0
2025-07-15,2,17,730.4046555646011,0.0
2025-07-15,2,18,799.5465086676886,0.0
2025-07-15,2,19,777.2659352041253,0.00025
2025-07-15,2,20,798.327731368937,0.0
2025-07-15,2,21,794.3427092945988,0.0
2025-07-15,2,22,736.1070094303192,0.003533333333333333
2025-07-15,2,23,734.4192797903893,0.0
2025-07-15,2,24,769.890148491,0.0
2025-07-15,2,25,724.4565943896554,0.04918333333333333
2025-07-15,2,26,724.0344342727319,0.0
2025-07-15,2,27,765.0796645922693,0.0
2025-07-15,2,28,711.3568518127632,1.004414977881102
2025-07-15,2,29,709.4179017243953,0.0
2025-07-15,2,30,774.6938945072483,1.4625000000000001
2025-07-15,2,31,697.4702216492573,21.34710258346167
2025-07-15,2,32,689.7676551041767,52.322100436995
2025-07-15,2,33,747.1729821599998,87.47721104780325
2025-07-15,2,34,693.8020886262157,123.13693174121025
2025-07-15,2,35,718.0672465983529,163.4142847513183
2025-07-15,2,36,885.4822962104413,204.24920598542832
2025-07-15,2,37,928.3920988148815,238.23390811232554
2025-07-15,2,38,858.5257531989192,286.53800815553507
2025-07-15,2,39,829.657555269532,345.96807657759695
2025-07-15,2,40,883.0158843839575,387.87740846444177
2025-07-15,2,41,911.524444078173,413.6227593536109
2025-07-15,2,42,904.5871010595545,448.51933121299913
2025-07-15,2,43,860.9024413810275,520.4937642641607
2025-07-15,2,44,872.9770581828626,596.8767514516031
2025-07-15,2,45,931.5591314162587,641.5476920188455
2025-07-15,2,46,922.3429882600514,653.1437093557466
2025-07-15,2,47,974.5198870531162,691.6227343711419
2025-07-15,2,48,1175.5393108918122,756.9895097050241
2025-07-15,2,49,1178.218852526325,788.7739988404185
2025-07-15,2,50,1144.7383383838321,798.5758037858542
2025-07-15,2,51,1135.5264932271289,822.3661860070641
2025-07-15,2,52,1133.7028039219285,882.7872839867414
2025-07-15,2,53,1156.617884972968,917.1879942847012
2025-07-15,2,54,1197.241809364534,942.474351346547
2025-07-15,2,55,1215.344246783139,1027.2402415522315
2025-07-15,2,56,1228.146737487485,1097.271616838731
2025-07-15,2,57,1211.6409897498495,1127.7351374672025
2025-07-15,2,58,1197.5010357370636,1153.9130650099446
2025-07-15,2,59,1188.3655745026792,1206.5524893639742
2025-07-15,2,60,1187.046438539834,1265.9137342469269
2025-07-15,2,61,1214.2978663598049,1266.6317292358474
2025-07-15,2,62,1203.5453402017522,1301.7270639308151
2025-07-15,2,63,1164.2703161683864,1369.1999637220445
2025-07-15,2,64,1141.442326950693,1358.3522004287804
2025-07-15,2,65,1172.9661625672077,1338.5255079796332
2025-07-15,2,66,1208.294933396603,1354.9955011949871
2025-07-15,2,67,1180.2799797253203,1387.358502888212
2025-07-15,2,68,1160.7937119329868,1444.2201720528897
2025-07-15,2,69,1206.4000148951882,1505.6025972067698
2025-07-15,2,70,1176.8353887135672,1527.424832828068
2025-07-15,2,71,1143.7099121285362,1537.8829852850881
2025-07-15,2,72,1152.7539909292695,1551.0537660786956
2025-07-15,2,73,1105.487715321204,1542.2484017003617
2025-07-15,2,74,1097.7720860277122,1506.0006945141135
2025-07-15,2,75,1111.8131292826606,1442.983901662671
2025-07-15,2,76,1098.7686817478666,1368.8054258561315
2025-07-15,2,77,1126.8451350999433,1369.2557452101962
2025-07-15,2,78,1227.151432335935,1420.1491310777521
2025-07-15,2,79,1215.193520398528,1411.809440228961
2025-07-15,2,80,1219.0895835778774,1376.5399781097524
2025-07-15,2,81,1292.1270932923344,1340.470579232933
2025-07-15,2,82,1273.2517283813766,1286.6250306791565
2025-07-15,2,83,1245.6242088200856,1200.6745547275345
2025-07-15,2,84,1257.8187215810526,1116.0045015374235
2025-07-15,2,85,1265.7326542499864,1101.5428693661072
2025-07-15,2,86,1297.3660420862923,1134.764661549456
2025-07-15,2,87,1322.6590997899536,1130.797346453431
2025-07-15,2,88,1275.2389538947386,1036.4161944459524
2025-07-15,2,89,1257.4662598299478,1033.992317375013
2025-07-15,2,90,1271.1447888617267,1086.6615811256625
2025-07-15,2,91,1266.5421257774444,981.9257779324547
2025-07-15,2,92,1267.0106789907757,904.5323916634413
2025-07-15,2,93,1242.357171816342,902.2985399152154
2025-07-15,2,94,1203.645595945548,842.6454727696048
2025-07-15,2,95,1209.2072309641828,811.9219595027107
2025-07-15,2,96,1252.3794413954856,811.4188852983435
2025-07-15,2,97,1284.458822534079,743.0897750518222
2025-07-15,2,98,1301.7477831539163,661.3626095374459
2025-07-15,2,99,1312.8247705098433,594.919693601181
2025-07-15,2,100,1290.5403589574034,515.6181881589671
2025-07-15,2,101,1264.7300215608668,457.7968668475854
2025-07-15,2,102,1224.3721256248812,429.7957441396692
2025-07-15,2,103,1217.8752028658644,396.8836976406567
2025-07-15,2,104,1243.8473546125033,347.66580024015616
2025-07-15,2,105,1272.4921276044056,292.3008012806599
2025-07-15,2,106,1283.2269358398273,248.4202729249796
2025-07-15,2,107,1190.818471561776,210.28649412622607
2025-07-15,2,108,986.9341345973966,171.3908299476379
2025-07-15,2,109,983.826067964684,131.54589332879058
2025-07-15,2,110,1020.2794366873591,98.4057487310602
2025-07-15,2,111,1044.5472971722547,71.04156648831592
2025-07-15,2,112,1042.0529772448958,40.88696170607631
2025-07-15,2,113,985.8986157633694,15.617947899597297
2025-07-15,2,114,953.8668292581125,1.1937499999999999
2025-07-15,2,115,955.8397040150043,0.0
2025-07-15,2,116,1003.1932822542874,0.854991949843293
2025-07-15,2,117,992.7672847713561,0.0
2025-07-15,2,118,1012.1183812102994,0.0
2025-07-15,2,119,1025.79301305343,0.037083333333333336
2025-07-15,2,120,1055.1265590655562,0.0
2025-07-15,2,121,991.0312930991809,0.0
2025-07-15,2,122,1010.3000752418694,0.0026666666666666666
2025-07-15,2,123,1053.348504294865,0.0
2025-07-15,2,124,1060.0615849324122,0.0
2025-07-15,2,125,1023.6652858256057,0.00018333333333333334
2025-07-15,2,126,1016.6643777639808,0.0
2025-07-15,2,127,1022.7191030932972,0.0
2025-07-15,2,128,1017.7198492099324,0.0
2025-07-15,2,129,1052.157799254127,0.0
2025-07-15,2,130,1103.101557195704,0.0
2025-07-15,2,131,957.88261689188,0.0
2025-07-15,2,132,809.661980868331,0.0
2025-07-15,2,133,850.5144044798898,0.0
2025-07-15,2,134,890.7397620522678,0.0
2025-07-15,2,135,842.8332442462463,0.0
2025-07-15,2,136,839.2906793528783,0.0
2025-07-15,2,137,815.0117784891723,0.0
2025-07-15,2,138,754.119919830851,0.0
2025-07-15,2,139,825.5630827041397,0.0
2025-07-15,2,140,851.3002091115961,0.0
2025-07-15,2,141,810.1093855995854,0.0
2025-07-15,2,142,747.7741973340599,0.0
2025-07-15,2,143,778.3661605551798,0.0
2025-07-15,2,144,813.6168322323457,0.0
2025-07-15,3,1,846.2283498866993,0.0
2025-07-15,3,2,869.3992794294692,0.0
2025-07-15,3,3,871.6060250362414,0.0
2025-07-15,3,4,811.2784594102151,0.0
2025-07-15,3,5,798.1843487535016,0.0
2025-07-15,3,6,769.1115490664696,0.0
2025-07-15,3,7,791.1615024169521,0.0
2025-07-15,3,8,797.2321367392167,0.0
2025-07-15,3,9,825.8781177945951,0.0
2025-07-15,3,10,788.2993671788969,0.0
2025-07-15,3,11,742.1375660272023,0.0
2025-07-15,3,12,759.8407893102622,0.0
2025-07-15,3,13,788.3978304346748,0.0
2025-07-15,3,14,780.198060053095,0.0
2025-07-15,3,15,765.7751605847941,0.0
2025-07-15,3,16,726.092406743059,0.0
2025-07-15,3,17,769.5313222649679,0.0
2025-07-15,3,18,852.059429103851,0.0
2025-07-15,3,19,809.2161608123705,0.0
2025-07-15,3,20,755.414029242348,0.0
2025-07-15,3,21,694.5911863727658,0.0
2025-07-15,3,22,691.0551653170176,0.0
2025-07-15,3,23,706.3625150111272,0.0
2025-07-15,3,24,724.0057838613179,0.0
2025-07-15,3,25,744.9140199051926,0.0
2025-07-15,3,26,775.7883681718264,0.0
2025-07-15,3,27,779.6354133854757,0.0
2025-07-15,3,28,729.4378923452285,0.0
2025-07-15,3,29,692.7349232014253,0.0
2025-07-15,3,30,729.5019906018435,0.0
2025-07-15,3,31,759.7134768527765,14.032918832174794
2025-07-15,3,32,760.0084984763234,46.919909574616376
2025-07-15,3,33,718.8382614493031,67.51740238875236
2025-07-15,3,34,698.6226048968751,101.00282310240331
2025-07-15,3,35,717.8538960142495,123.05596929055017
2025-07-15,3,36,838.7051932927873,155.46532570473653
2025-07-15,3,37,871.452689994293,214.3257562263987
2025-07-15,3,38,875.9331132138946,241.28282487263954
2025-07-15,3,39,880.812869148669,266.8934801614368
2025-07-15,3,40,874.0340793219293,321.92580764478754
2025-07-15,3,41,827.1912101360208,388.85126177721975
2025-07-15,3,42,811.2767717131137,433.95947275813364
2025-07-15,3,43,840.0353780474052,492.3665139170699
2025-07-15,3,44,887.7057701875643,548.5798272140132
2025-07-15,3,45,898.8798678972697,580.9865600333777
2025-07-15,3,46,832.3277744246502,639.3427738734694
2025-07-15,3,47,886.7113318476158,705.330502050947
2025-07-15,3,48,1126.6427844550924,773.7666860582444
2025-07-15,3,49,1143.6892708819573,817.3960795338169
2025-07-15,3,50,1104.5471735083943,846.7156559535001
2025-07-15,3,51,1086.3398867505182,887.506223302247
2025-07-15,3,52,1111.1378809820844,955.8830760551667
2025-07-15,3,53,1174.5965771230472,1023.3820437952135
2025-07-15,3,54,1213.8646685711926,1058.9301165529741
2025-07-15,3,55,1182.0745205667135,1086.6266710894345
2025-07-15,3,56,1159.5304648084714,1072.2057882986974
2025-07-15,3,57,1167.2719167788625,1086.5624571029457
2025-07-15,3,58,1178.2985772907796,1119.812127656266
2025-07-15,3,59,1159.0677374340867,1212.7371818860108
2025-07-15,3,60,1138.1267574542342,1300.636740624996
2025-07-15,3,61,1210.7122847265332,1257.984215631833
2025-07-15,3,62,1205.8829072076578,1302.1161572789242
2025-07-15,3,63,1147.857377822474,1351.8269459731991
2025-07-15,3,64,1190.4236322483107,1337.5168142787877
2025-07-15,3,65,1206.404924708946,1368.6004709647943
2025-07-15,3,66,1182.9595487763493,1360.5768469508885
2025-07-15,3,67,1223.8721159303457,1475.1719720029519
2025-07-15,3,68,1216.2126946723934,1501.212846678723
2025-07-15,3,69,1201.0325160623072,1405.3503127755855
2025-07-15,3,70,1241.5541544396153,1439.0528555920537
2025-07-15,3,71,1202.6189416022066,1472.29561598705
2025-07-15,3,72,1147.0296455707207,1500.440576527535
2025-07-15,3,73,1237.863555003144,1480.3367115750345
2025-07-15,3,74,1239.7592716121735,1441.964564762592
2025-07-15,3,75,1136.7374980300417,1430.199957768741
2025-07-15,3,76,1145.3912248537056,1459.5233166498094
2025-07-15,3,77,1226.6551846159848,1470.1438735468032
2025-07-15,3,78,1281.9010655858424,1465.0448559412505
2025-07-15,3,79,1244.107212688834,1391.1165748824603
2025-07-15,3,80,1217.321596887971,1316.1125288519067
2025-07-15,3,81,1261.7605062099458,1283.3330206361086
2025-07-15,3,82,1291.8671099068854,1319.5927319083892
2025-07-15,3,83,1285.207574332628,1317.870747162987
2025-07-15,3,84,1251.504492559024,1217.3047139236912
2025-07-15,3,85,1265.062366546314,1176.169004540116
2025-07-15,3,86,1280.4919097957918,1106.2125200306295
2025-07-15,3,87,1271.1059860210053,1042.2101483673478
2025-07-15,3,88,1236.7303790305061,1064.5198476141368
2025-07-15,3,89,1249.7998784761298,1016.7907418826039
2025-07-15,3,90,1302.8336251067144,978.3612687990409
2025-07-15,3,91,1316.892849412241,920.413834698794
2025-07-15,3,92,1312.2245095371427,893.761329170834
2025-07-15,3,93,1277.263833293645,851.0602503086382
2025-07-15,3,94,1242.7617428510662,806.9744743641378
2025-07-15,3,95,1270.5210053974183,739.7893690409314
2025-07-15,3,96,1304.249711062812,731.9487444277036
2025-07-15,3,97,1272.8968590340442,685.6279531244337
2025-07-15,3,98,1261.4097840395775,622.8081720131311
2025-07-15,3,99,1311.4734365497238,572.7057055792001
2025-07-15,3,100,1341.3623784211645,555.5769995296298
2025-07-15,3,101,1332.0956885922478,507.0082572497928
2025-07-15,3,102,1294.5274871722809,432.21603247635835
2025-07-15,3,103,1347.0631970394074,351.44386488227997
2025-07-15,3,104,1356.2371366547563,300.17281705020156
2025-07-15,3,105,1307.2855502571217,268.7463263238423
2025-07-15,3,106,1293.4377769198754,240.27595413559675
2025-07-15,3,107,1261.9819887838116,218.6030616111739
2025-07-15,3,108,1080.0702612723862,172.43936952654454
2025-07-15,3,109,1040.8619305691577,137.5784525466378
2025-07-15,3,110,1034.8799482534562,100.85871212024682
2025-07-15,3,111,1046.9456344957885,66.38382021067538
2025-07-15,3,112,1061.8944515903675,36.4878494721943
2025-07-15,3,113,1018.3884395573407,13.316164588778246
2025-07-15,3,114,990.264123829846,0.0
2025-07-15,3,115,969.2617989408667,0.0
2025-07-15,3,116,1003.2614539190071,0.0
2025-07-15,3,117,1004.1867558822994,0.0
2025-07-15,3,118,1070.0437234081833,0.0
2025-07-15,3,119,1077.001827103809,0.0
2025-07-15,3,120,1066.6616236127666,0.0
2025-07-15,3,121,1033.7103992228815,0.0
2025-07-15,3,122,1053.2401261534205,0.0
2025-07-15,3,123,1081.3890723730121,0.0
2025-07-15,3,124,1083.7375751776174,0.0
2025-07-15,3,125,1038.0447059687513,0.0
2025-07-15,3,126,1004.4377378217698,0.0
2025-07-15,3,127,1030.600701875401,0.0
2025-07-15,3,128,1043.6629716112152,0.0
2025-07-15,3,129,1060.7383549704027,0.0
2025-07-15,3,130,1141.140361765789,0.0
2025-07-15,3,131,991.2312716472538,0.0
2025-07-15,3,132,762.5067539338286,0.0
2025-07-15,3,133,768.292039540774,0.0
2025-07-15,3,134,834.0964387067957,0.0
2025-07-15,3,135,823.9938172312447,0.0
2025-07-15,3,136,813.483283562318,0.0
2025-07-15,3,137,807.8020153359598,0.0
2025-07-15,3,138,785.4488295202095,0.0
2025-07-15,3,139,861.3094306347961,0.0
2025-07-15,3,140,856.9437627813892,0.0
2025-07-15,3,141,821.0157207045789,0.0
2025-07-15,3,142,818.411321804465,0.0
2025-07-15,3,143,845.6106349311432,0.0
2025-07-15,3,144,817.8543430718248,0.0
2025-07-15,4,1,810.2624165128028,0.0
2025-07-15,4,2,797.4345937635184,0.0
2025-07-15,4,3,800.2616485455019,0.0
2025-07-15,4,4,777.258915007804,0.0
2025-07-15,4,5,810.9555020764473,0.0
2025-07-15,4,6,783.2273411875284,0.0
2025-07-15,4,7,782.9926013330647,0.0
2025-07-15,4,8,738.8216990504679,0.0
2025-07-15,4,9,751.3325300763905,0.0
2025-07-15,4,10,826.7711376875745,0.0
2025-07-15,4,11,802.5624314308403,0.0
2025-07-15,4,12,738.9258476355669,0.0
2025-07-15,4,13,752.4279939567754,0.0
2025-07-15,4,14,752.4802861195225,0.0
2025-07-15,4,15,733.9057233776961,0.0
2025-07-15,4,16,762.576199864832,0.0
2025-07-15,4,17,803.2436976678889,0.0
2025-07-15,4,18,815.690005576682,0.0
2025-07-15,4,19,781.747375562875,0.0003
2025-07-15,4,20,783.7186162939463,0.0
2025-07-15,4,21,752.3763286433209,0.0
2025-07-15,4,22,731.5861152609452,0.004116666666666667
2025-07-15,4,23,726.24885610703,0.0
2025-07-15,4,24,740.8516424771111,0.0
2025-07-15,4,25,746.0797081110794,0.05728333333333333
2025-07-15,4,26,760.685916144555,0.0
2025-07-15,4,27,755.9151443917207,0.0
2025-07-15,4,28,704.3338366720913,1.117214977881102
2025-07-15,4,29,684.3221821530404,0.0
2025-07-15,4,30,731.1194078995537,1.2125000000000001
2025-07-15,4,31,719.4878649791796,23.229590338241128
2025-07-15,4,32,705.3810242432893,52.063673808701324
2025-07-15,4,33,699.3756016581709,87.80168269618837
2025-07-15,4,34,704.5254251714151,136.18377004419705
2025-07-15,4,35,769.9151850814814,178.43355305104959
2025-07-15,4,36,885.465391070339,212.7368375323002
2025-07-15,4,37,888.2415488223977,251.91217373320984
2025-07-15,4,38,843.6162331672372,278.3992706191808
2025-07-15,4,39,852.9832807312516,285.13534248153627
2025-07-15,4,40,886.9810382228458,288.1997331855729
2025-07-15,4,41,884.5747935683629,335.4476955724814
2025-07-15,4,42,880.1275513484375,415.7134508523036
2025-07-15,4,43,852.0570157174652,468.9251977569369
2025-07-15,4,44,851.5980913837213,504.41066864324637
2025-07-15,4,45,868.9131894401363,537.115615276262
2025-07-15,4,46,853.0331765089979,581.8794205406829
2025-07-15,4,47,941.9515061789298,661.0329829888254
2025-07-15,4,48,1143.2392654054047,740.5778965148259
2025-07-15,4,49,1169.0683859441403,762.3093198420557
2025-07-15,4,50,1147.5473930306168,793.2419485214983
2025-07-15,4,51,1136.931981810779,854.2462311598312
2025-07-15,4,52,1141.6357906059027,900.9271265712805
2025-07-15,4,53,1170.4236825528476,940.4264850508846
2025-07-15,4,54,1190.3964164160805,995.0679906597652
2025-07-15,4,55,1188.9339951584502,1064.9538979305712
2025-07-15,4,56,1186.5003905144713,1102.9931798649297
2025-07-15,4,57,1180.050069925375,1108.6801002895677
2025-07-15,4,58,1165.7172282357521,1113.0176927657012
2025-07-15,4,59,1165.5646850039839,1111.2112207020978
2025-07-15,4,60,1156.518929344094,1103.7197661384503
2025-07-15,4,61,1186.1793464043124,1099.6550227249395
2025-07-15,4,62,1170.9405919935396,1124.4790801086356
2025-07-15,4,63,1148.9039053402498,1140.4820912149453
2025-07-15,4,64,1167.4661033770171,1079.8157062159994
2025-07-15,4,65,1166.474759830853,1031.8400879853698
2025-07-15,4,66,1145.2906195287478,1049.3526219343112
2025-07-15,4,67,1171.0530768166552,1102.6547709004913
2025-07-15,4,68,1178.9033857037798,1149.3453850423437
2025-07-15,4,69,1187.7382929810535,1200.4972871972905
2025-07-15,4,70,1160.1187077738896,1283.531179772637
2025-07-15,4,71,1110.3192263355477,1329.829740373779
2025-07-15,4,72,1115.156058418865,1351.865668703063
2025-07-15,4,73,1119.2976680910456,1418.2108508065178
2025-07-15,4,74,1078.2550042454177,1425.7199230251517
2025-07-15,4,75,1054.6386389481395,1352.326913175978
2025-07-15,4,76,1090.7176553870104,1291.449013407389
2025-07-15,4,77,1199.4626590184291,1285.1300593915505
2025-07-15,4,78,1275.1825710849098,1310.5461423969004
2025-07-15,4,79,1233.033177888543,1312.8821679775926
2025-07-15,4,80,1197.376840903821,1308.272578740727
2025-07-15,4,81,1228.6661158777588,1333.0530240544847
2025-07-15,4,82,1209.5341626581255,1397.3302505105278
2025-07-15,4,83,1227.3751456882587,1379.607823824111
2025-07-15,4,84,1268.9495031255663,1277.3354960892862
2025-07-15,4,85,1218.405897866841,1205.7311785128445
2025-07-15,4,86,1179.771338205807,1127.2880100416069
2025-07-15,4,87,1221.8587729758708,1038.2412413328884
2025-07-15,4,88,1309.2986975844096,994.3742087341789
2025-07-15,4,89,1306.3830117480313,990.2316282075241
2025-07-15,4,90,1231.7334992459932,1015.5127515073636
2025-07-15,4,91,1199.1665428478934,1041.0910285676282
2025-07-15,4,92,1213.9044758555237,1003.9478134268699
2025-07-15,4,93,1216.1251692125875,911.4050993022103
2025-07-15,4,94,1205.276052595025,847.456533563104
2025-07-15,4,95,1229.9793957695167,820.94226560813
2025-07-15,4,96,1266.9072673171388,793.8421971791403
2025-07-15,4,97,1234.5058617910543,729.3831352742146
2025-07-15,4,98,1220.1133143553486,697.4133906349324
2025-07-15,4,99,1265.8387340183397,690.1593560172253
2025-07-15,4,100,1293.8972378335761,622.1326562646352
2025-07-15,4,101,1299.2454488624235,539.5225581390303
