day_index,date,s0,E_C,CVaR,cost_plan,cost_emergency,cost_total,emergency_rate,unextracted_ratio,curtailment_rate,soc_violate_count,residual_blocks,emergency_kwh,load_kwh,pv_kwh,pv_used_kwh,curtail_kwh,unextracted_kwh,spill_kwh,plan_total_kwh,charge_kwh,discharge_kwh,final_soc,price_mean,price_hat_mean,eq_residual,ub_violation,settlement_method
41,2025-02-11,6000.000000000039,61243.515716037386,63363.66573874956,59371.25573640953,610.6988673177898,59981.95460372732,0.0010618765897991917,0.06255575097760581,0.02778551109248678,0,30,128.95565398394928,121441.28161666667,46220.68448333333,44936.41914191934,1284.26534141399,5410.726185780499,159.74751206597625,86494.46455718312,23937.284413543544,19389.20037497027,6000.000000000039,0.8284923611111111,0.8341855831701053,5.9117155615240335e-12,2.1827872842550278e-11,causal_sequential_exact_plan
42,2025-02-12,6000.000000000039,55857.14698327971,59379.747774922405,55811.51134427152,4667.413659690416,60478.92500396194,0.008222258032591283,0.03211698934798127,0.014262740372018162,0,30,997.8849142362144,121363.85288333334,46097.116749999994,45439.64554189614,657.4712081038596,2639.0007327207536,255.22708744601675,82168.37213873627,22883.273112466013,18535.45122109748,6000.000000000032,0.8264243055555556,0.8068753695444938,7.275957614183426e-12,2.1827872842550278e-11,causal_sequential_exact_plan
43,2025-02-13,6000.000000000032,58553.73227023907,60405.69495533663,56770.61016750222,996.3529288190512,57766.96309632127,0.0026108401856805934,0.06613522269596853,0.05873614591897051,0,30,316.72176366378744,121310.28371666666,49980.80469999999,47045.12486199323,2935.6798380067667,5577.07516747402,238.93226478946815,84328.36452539818,24020.63159013181,19456.711588006765,6000.000000000034,0.8147909722222221,0.822700127418224,1.2505552149377763e-11,1.4551915228366852e-11,causal_sequential_exact_plan
44,2025-02-14,6000.000000000034,20489.933543281375,21484.03766441134,15603.602033088178,4695.93562068321,20299.53765377139,0.02067972029358676,0.04048139003095851,0.07697594363560273,0,30,1569.0249307425759,75872.63794999999,46070.83613333333,42524.49004788877,3546.346085444556,1515.123751740632,553.6905657015589,37427.66121869648,18840.65226255601,15260.92833267037,6000.0000000000355,0.6311,0.8006071410716125,1.8189894035458565e-12,7.275957614183426e-12,causal_sequential_exact_plan
45,2025-02-15,6000.0000000000355,15107.598192021624,16483.108870096563,16192.285224353163,1817.943841683692,18010.229066036856,0.00826244310917429,0.02314171206307632,0.0764016300866299,0,30,628.3964111593485,76054.55225,46774.46115,43200.81607171626,3573.6450782837414,872.1460741272869,518.1540157433151,37687.188905907984,21429.20552059471,17357.656471681716,6000.000000000032,0.6378472222222222,0.6041376086322763,3.637978807091713e-12,1.8189894035458565e-12,causal_sequential_exact_plan
46,2025-02-16,6000.000000000032,42104.74230535696,44688.8303519376,55826.54799412128,5576.145117800449,61402.69311192173,0.010151986938690925,0.030278225082534985,0.01578409084914993,0,30,1231.202289344316,121276.97728333331,45899.59818333333,45175.11475566812,724.4834276652105,2496.8557886043013,225.24603423176507,82463.74355822237,25636.74472139692,20765.76322433151,6000.000000000032,0.8303222222222222,0.6171703595454716,5.115907697472721e-12,1.4551915228366852e-11,causal_sequential_exact_plan
47,2025-02-17,6000.000000000032,56454.16675683869,66007.98742591786,55705.88524725268,835.9259158877283,56541.8111631404,0.001590757857715989,0.057563125724347144,0.04634466946236452,0,30,192.418663530368,120960.37281666666,49776.50964999999,47469.63376328055,2306.8758867194474,4746.517147704286,168.78403547293829,82457.59916572215,22336.72417204829,18092.74657935912,6000.000000000033,0.8173527777777777,0.8037524522301259,2.2737367544323206e-13,1.4551915228366852e-11,causal_sequential_exact_plan
48,2025-02-18,6000.000000000033,53692.180099335535,56286.40968444039,53686.84838053744,2808.0840584295274,56494.93243896697,0.004595097314163233,0.048903635250203754,0.02385440391166985,0,30,557.5289985683007,121331.27123333333,49239.883449999994,48065.29538162015,1174.5880683798473,3976.892905785301,164.89667533531087,81321.00784406884,23530.375841070232,19059.60443126689,6000.000000000033,0.8145215277777778,0.7908280541754502,2.2737367544323206e-13,2.9103830456733704e-11,causal_sequential_exact_plan
49,2025-02-19,6000.000000000033,56117.453858502,65143.6801424651,54908.14860106542,3766.4020328483516,58674.55063391377,0.006489749267224395,0.060059526221062295,0.019797514604768186,0,30,790.8849378176236,121866.79411666666,48987.466733333335,48017.63664522957,969.8300881037624,4954.104415248736,147.6344623277073,82486.5716891283,22771.369883854673,18444.809605922288,6000.000000000034,0.8164298611111112,0.8123235693151951,2.2737367544323206e-13,7.275957614183426e-12,causal_sequential_exact_plan
50,2025-02-20,6000.000000000034,54812.27646418739,57781.99916516848,55398.46387125406,1252.3509420550176,56650.81481330908,0.002099822080845315,0.057767469580993,0.04698002502804279,0,30,254.29949282504072,121105.25703333333,50112.12329999999,47757.85449315763,2354.268806842366,4777.244267090991,267.48074937975116,82697.82806382139,24000.0,19440.0,6000.000000000034,0.8168069444444445,0.7897585959421252,4.7066350816749036e-11,7.275957614183426e-12,causal_sequential_exact_plan
51,2025-02-21,6000.000000000034,20048.534563095614,21041.0787437155,15620.03285734046,583.2325128459918,16203.265370186453,0.002536022689497746,0.04254116803605045,0.10987480366012742,0,30,192.2355970658876,75802.00203333332,50241.74,44721.43868195683,5520.30131804317,1571.4348039898,945.0590035120626,36939.155094616275,18601.75543580946,15067.421903005663,6000.000000000037,0.62085,0.7821500971082295,1.8189894035458565e-12,7.275957614183426e-12,causal_sequential_exact_plan
52,2025-02-22,6000.000000000037,14603.509889661254,16222.347676267163,15552.378936647272,1186.3534553005252,16738.732391947797,0.0053282760533253,0.029156486163984634,0.07815176831111302,0,30,403.25587913144386,75682.24226666667,47837.47938333333,44098.895777979415,3738.5836053539124,1072.039455946954,587.4859671729654,36768.47237069273,20678.191252721153,16749.33491470413,6000.000000000038,0.6352840277777778,0.5792781815517718,1.8189894035458565e-12,1.8189894035458565e-12,causal_sequential_exact_plan
53,2025-02-23,6000.000000000038,56637.96544424389,63798.845687199755,55451.99154160711,1006.8855397342634,56458.87708134137,0.0025633853970594487,0.049726428459620886,0.05405662940712449,0,30,310.53399503702434,121142.14093333333,49610.287249999994,46928.522337345756,2681.764912654243,4105.500779613358,207.00392918157252,82561.7464754608,22874.51139850162,18528.35423278631,6000.00000000004,0.8153784722222223,0.8160838312320101,6.0254023992456496e-12,7.275957614183426e-12,causal_sequential_exact_plan
54,2025-02-24,6000.00000000004,51938.72505175951,59222.61533045713,51974.91205106076,2410.3390975533207,54385.25114861408,0.004172935535864445,0.04510167137109745,0.05305355379918497,0,30,503.3769929756802,120628.98854999998,52425.954933333334,49644.571712804085,2781.383220529247,3544.8343161669195,215.2125479579687,78596.51778755497,22923.321469525592,18567.89039031573,6000.00000000004,0.8082493055555555,0.7873416852307186,4.206412995699793e-12,7.275957614183426e-12,causal_sequential_exact_plan
55,2025-02-25,6000.00000000004,51168.96006657117,58277.24116890498,50780.775736016076,1137.7117474157826,51918.48748343186,0.0023870170532335594,0.054863901876778184,0.06811932125763359,0,30,289.05185062540477,121093.33288333332,55272.00965,51506.91786809662,3765.091781903374,4294.161899841054,200.5662591098253,78269.34929793264,23564.515654581315,19087.257680210867,6000.000000000043,0.7940965277777778,0.7822546860913433,5.6843418860808015e-12,7.275957614183426e-12,causal_sequential_exact_plan
56,2025-02-26,6000.000000000043,49916.916871757065,56575.03516122338,49739.48559809226,3921.6251372978977,53661.11073539015,0.008182895264899652,0.028970318560483974,0.025689657586609186,0,30,990.6273079685474,121060.73411666666,52245.88608333333,50903.707159543505,1342.1789237898233,2200.1922848853064,212.82648349912893,75946.43049201425,22984.274076185276,18617.262001710078,6000.000000000041,0.8055381944444444,0.7919359026431497,9.094947017729282e-13,7.275957614183426e-12,causal_sequential_exact_plan
57,2025-02-27,6000.000000000041,49487.417692702766,53996.882576309756,49978.405093092966,1709.0050441393435,51687.41013723231,0.002376824040315334,0.07067365585554802,0.030682240100136492,0,30,286.64376454648976,120599.48893333334,53642.90473333333,51997.02025063646,1645.8844826968816,5537.676408538029,84.95001568623184,78355.59575206708,23248.128472065404,18830.984062372976,6000.000000000044,0.7979118055555556,0.7534868427855239,4.547473508864641e-12,1.4551915228366852e-11,causal_sequential_exact_plan
58,2025-02-28,6000.000000000044,19179.88250582533,20032.679101826867,14467.30187204344,570.5698511972789,15037.871723240718,0.002476298813442853,0.04186117336230717,0.13506972072666848,0,30,186.6760533678464,75385.10795,52092.51439999999,45056.393028042046,7036.1213719579555,1490.5783634125548,541.2237510735506,35607.65845026953,18072.72351154377,14638.906044350451,6000.000000000042,0.6166784722222222,0.7720388982678013,2.6716406864579767e-12,1.0913936421275139e-11,causal_sequential_exact_plan
59,2025-03-01,6000.000000000042,14654.03734338841,15760.073156251734,14522.21933402281,3887.14946166711,18409.36879568992,0.014009042614591172,0.05617306409767304,0.13109672651110285,0,30,1012.0715181966991,72244.16014999998,48585.39421666667,42216.00807861019,6369.386138056469,1984.5060764818631,846.1676744506215,35328.42846228271,18324.600832405933,14842.926674248807,6000.000000000038,0.6142222222222222,0.6028326130293151,1.8189894035458565e-12,1.8189894035458565e-12,causal_sequential_exact_plan
60,2025-03-02,6000.000000000038,37149.49776280983,39429.43303171872,50959.99869617571,14947.067248272342,65907.06594444806,0.028245965784768866,0.031919222904386334,0.02886532313370966,0,30,3329.081308314421,117860.41708333333,45502.110016666666,44188.67690776997,1313.4331088966903,2477.6283961932268,181.59597093680998,77621.82693529018,24315.493162690578,19695.549461779367,6000.00000000004,0.8122930555555556,0.5890059587998793,9.43600753089413e-12,1.4551915228366852e-11,causal_sequential_exact_plan
61,2025-03-03,6000.00000000004,52784.83771695752,66983.28574172646,50561.24009043379,10034.971580106983,60596.211670540775,0.018333165210920096,0.02908433804486165,0.0074405497471680205,0,30,2162.557171157694,117958.7456,45941.59896666666,45599.768214090735,341.83075257592617,2243.352121449161,275.53206941319115,77132.65187568867,23249.197210919763,18831.849740845006,6000.00000000004,0.81185,0.8104347229225092,4.547473508864641e-13,7.275957614183426e-12,causal_sequential_exact_plan
62,2025-03-04,6000.00000000004,63449.479679188495,78470.11127606436,60458.632547399364,576.3623805898715,61034.99492798923,0.00204853241188556,0.130115289325927,0.07292540256971673,0,30,242.0116217869163,118139.02498333334,48939.56705,45370.6294212911,3568.9376287088944,11567.705087617504,407.74786407346267,88903.50355861294,23166.666666666668,18765.0,6000.000000000042,0.8006277777777778,0.8196843040227121,9.094947017729282e-13,1.4551915228366852e-11,causal_sequential_exact_plan
63,2025-03-05,6000.000000000042,53040.24066924173,62194.07980874214,49869.73742119236,1479.7990561447496,51349.53647733711,0.0028858858793971813,0.060457440708972486,0.05109575028854556,0,30,340.7464842904128,118073.44383333332,51942.971816666664,49288.9066994773,2654.0651171893596,4704.807316613451,185.49325168121516,77820.15350701424,23610.854153441956,19124.79186428798,6000.0000000000455,0.7945006944444444,0.810649197451108,9.094947017729282e-13,0.0,causal_sequential_exact_plan
64,2025-03-06,6000.0000000000455,51494.38887391368,60064.604016213634,48805.72316261125,1252.33499263441,50058.05815524566,0.002953871512815931,0.03685649514040471,0.05173827385932565,0,30,347.59269056738304,117673.59855,51732.944416666665,49056.37117088789,2676.5732457787717,2796.318066054499,377.7967909996936,75870.42814033004,23298.30839332171,18871.629798590584,6000.000000000047,0.7918569444444444,0.807191093543899,9.777068044058979e-12,2.1827872842550278e-11,causal_sequential_exact_plan
65,2025-03-07,6000.000000000047,19237.46769258247,24002.708623552982,14508.520028374322,75.57969628434338,14584.099724658665,0.0007223387663447629,0.06054132228920032,0.1645188537789873,0,30,51.7775038609397,71680.36145,50758.07591666667,42407.415446829844,8350.660469836821,2143.4790802273164,816.2067744110816,35405.22405487139,16970.36684696722,13745.997146043446,6000.0000000000455,0.6085013888888889,0.776141194891527,1.8189894035458565e-12,1.8189894035458565e-11,causal_sequential_exact_plan
66,2025-03-08,6000.0000000000455,14107.506177103927,16710.03683974315,13549.342508490765,1090.9443113925945,14640.28681988336,0.006570416612137202,0.04378347225817125,0.16782452618705845,0,30,475.334894787408,72344.71158333334,53281.57206666666,44339.61748007672,8941.954586589942,1421.1952378554943,464.65967473580713,32459.628361025167,16021.127578761387,12977.113338796722,6000.000000000045,0.5972631944444444,0.6171999942808911,9.094947017729282e-13,7.275957614183426e-12,causal_sequential_exact_plan
67,2025-03-09,6000.000000000045,49624.52216407089,64196.16149466425,48267.9449532126,1937.6098116880926,50205.55476490069,0.004090917398019011,0.06282962022868256,0.0638260086059766,0,30,481.4722860976666,117692.9865,54359.461449999995,50889.91399567604,3469.5474543239534,4792.415937221352,360.8758163334777,76276.37919468993,25270.985383730593,20469.498160821775,6000.000000000045,0.7838090277777777,0.7935072857739773,1.1368683772161603e-12,7.275957614183426e-12,causal_sequential_exact_plan
68,2025-03-10,6000.000000000045,46672.062722732124,55418.02260685789,46259.4788001507,12787.512398474915,59046.99119862561,0.02934710159254496,0.024161122945648678,0.014799844623572082,0,30,3461.287092104636,117943.06436666666,49900.99291666666,49162.46597493802,738.5269417286377,1727.0361711412115,199.35003812240313,71479.9628736728,22285.607183079912,18051.341818294724,6000.00000000005,0.802451388888889,0.7773459451270679,4.547473508864641e-13,1.4551915228366852e-11,causal_sequential_exact_plan
69,2025-03-11,6000.00000000005,50262.469949054415,60101.51357846605,48149.87705742342,1554.0056467640645,49703.88270418749,0.0029536815184849235,0.05343782133194797,0.06357544217402328,0,30,347.05625797865565,117499.55295,53560.63415,50155.49315079265,3405.1409992073413,4036.364879643389,330.68244101374853,75533.85933475988,21946.360383547675,17776.551910673617,6000.000000000055,0.7893930555555556,0.7944241507991336,9.094947017729282e-13,0.0,causal_sequential_exact_plan
70,2025-03-12,6000.000000000055,44390.62928131522,48563.08899194029,45845.66611865325,1876.4660449751423,47722.13216362839,0.004639540276356717,0.045681399512606954,0.0641915936940786,0,30,547.9864799188333,118112.23683333333,55676.70215,52102.72590736096,3573.9762426390325,3353.0760906674877,147.18895610891911,73401.34335731374,23366.072970967525,18926.51910648371,6000.00000000004,0.7801680555555556,0.7357496877606766,1.4551915228366852e-11,2.1827872842550278e-11,causal_sequential_exact_plan
71,2025-03-13,6000.00000000004,46296.01074795062,59638.892356347,46282.47299634965,13768.36134056817,60050.83433691782,0.026584199460528514,0.031083921907523397,0.02391769492103996,0,30,3143.2433567669705,118237.27705,50691.65903333333,49479.23139753268,1212.427635800646,2247.1633722162883,187.20286751407525,72293.43127619929,22338.224951413602,18093.96221064502,6000.000000000043,0.7996374999999999,0.7753667291425894,2.2737367544323206e-13,0.0,causal_sequential_exact_plan
72,2025-03-14,6000.000000000043,18264.1632404682,20042.33772921547,13598.130904596896,181.91160075966746,13780.042505356563,0.0012326845129256182,0.06272512040708775,0.20567951332138562,0,30,88.88748599924799,72108.86895,56079.44296666667,44545.05042994826,11534.392536718402,2090.1567853446822,622.723782940318,33322.483428959684,16498.27277169583,13363.600945073631,6000.000000000031,0.5913868055555556,0.7793067735676257,9.549694368615746e-12,7.275957614183426e-12,causal_sequential_exact_plan
73,2025-03-15,6000.000000000031,14437.360767661292,18120.905061057845,13820.652444553803,1202.1713216462874,15022.82376620009,0.006128945275650421,0.05683082330158052,0.13351868219349528,0,30,445.7274335227237,72724.98178333332,51800.85663333333,44884.47451915649,6916.382114176844,1861.5690379884375,459.5749001265209,32756.327109846134,16002.122847773957,12961.719506696905,6000.00000000003,0.6047722222222222,0.6175533549055567,1.8189894035458565e-12,3.637978807091713e-12,causal_sequential_exact_plan
74,2025-03-16,6000.00000000003,49144.155956617906,63549.08496023691,47325.74135412158,1862.959028586047,49188.700382707626,0.0039178546055066875,0.0597840527250439,0.05629191406956401,0,30,462.2410861127927,117983.21598333333,54632.16905,51556.819684403505,3075.3493655964944,4495.764253194069,385.85885408295167,75200.05834784711,22917.263303963435,18562.98327621038,6000.000000000031,0.784895138888889,0.789410062763356,4.547473508864641e-13,4.3655745685100555e-11,causal_sequential_exact_plan
75,2025-03-17,6000.000000000031,47158.32951137089,56023.90554097891,45058.53092061691,1187.4980759618309,46246.028996578745,0.0019479443003172106,0.09392864052268043,0.08243375194527934,0,30,229.2606197689994,117693.6218,59835.490366666665,54903.02639625671,4932.463970409952,6973.488076279777,342.0185136985523,74242.40399386943,22976.645367983292,18611.082748066467,6000.000000000034,0.7601756944444445,0.7700160456764583,2.2737367544323206e-13,5.093170329928398e-11,causal_sequential_exact_plan
76,2025-03-18,6000.000000000034,43523.74784449039,56310.33097785185,45290.22779844767,5132.274607773322,50422.50240622099,0.008874137209994283,0.06922632941791772,0.05667351962224914,0,30,1040.5229692200794,117253.42358333332,56127.465216666664,52946.524215362806,3180.941001303864,5046.406882852869,236.75168391217767,72897.21880800338,22882.546539409846,18534.86269692196,6000.000000000052,0.7760166666666666,0.7255172158612887,1.6370904631912708e-11,7.275957614183426e-12,causal_sequential_exact_plan
77,2025-03-19,6000.000000000052,43908.32749626137,55101.557070106275,43944.46139821863,1660.37618183967,45604.837580058294,0.0033020966597344477,0.07605547185454664,0.05069337771028614,0,30,387.27504092025185,117281.55799999999,57816.08755,54885.19478609687,2930.8927639031217,5478.656854365352,295.49200815990775,72035.01235049973,22377.764815745275,18125.98950075367,6000.000000000053,0.7718381944444445,0.7429861463897075,2.2737367544323206e-13,0.0,causal_sequential_exact_plan
78,2025-03-20,6000.000000000053,44525.89739844702,55039.88909573203,45046.0401576507,2452.644569751815,47498.68472740251,0.0058346527365313065,0.04565613251662203,0.04900105176923276,0,30,686.437452428873,117648.38173333331,55439.41991666666,52722.83003127384,2716.5898853928165,3305.091379995055,356.79975209438214,72390.96256766317,23631.353610226906,19141.39642428379,6000.000000000055,0.7786381944444444,0.7490147933380984,2.2737367544323206e-13,2.1827872842550278e-11,causal_sequential_exact_plan
79,2025-03-21,6000.000000000055,16461.640104957005,19587.758578832523,12446.43087366087,742.5237591213273,13188.954632782197,0.004253594024401075,0.04902145487926857,0.2426795775195728,0,30,308.78341484698024,72593.53221666666,60560.06769999999,45863.37605600727,14696.691643992726,1534.5771653064348,308.24473356957617,31304.194644688436,16000.000000000065,12960.000000000055,6000.000000000053,0.5702902777777777,0.7506370670006667,1.8189894035458565e-12,1.0913936421275139e-11,causal_sequential_exact_plan
80,2025-03-22,6000.000000000053,13696.86751394874,16197.978483963574,13636.075236604933,339.03001601768653,13975.10525262262,0.001980146339878021,0.06392754765544897,0.19160740781637012,0,30,142.4456477174931,71936.92953333333,56055.7298,45315.036719767144,10740.693080232852,2098.813183480531,759.6593581023374,32831.12305187316,18385.280760218997,14892.077415777392,6000.000000000047,0.5873881944444445,0.592519647229245,5.4569682106375694e-12,1.8189894035458565e-12,causal_sequential_exact_plan
81,2025-03-23,6000.000000000047,30835.605151537286,35029.10710908944,44349.86411555376,1072.491343973539,45422.3554595273,0.002481383777435984,0.06245952840192928,0.07590013578821628,0,30,292.15806954518814,117739.97726666665,58970.257150000005,54494.40662484896,4475.850525151032,4523.576211160315,204.4468476563453,72424.11729481757,24961.482440675754,20218.80077694736,6000.000000000048,0.7671784722222222,0.540180347493896,1.5916157281026244e-12,1.4551915228366852e-11,causal_sequential_exact_plan
82,2025-03-24,6000.000000000048,42680.14405005001,52654.5109882746,42203.28829676244,2625.502623894731,44828.79092065717,0.006189624095156531,0.05513184643621737,0.056094229744128254,0,30,726.8176654267868,117425.17061666667,59426.67353333333,56093.180055225224,3333.4934781081056,3800.4753520402433,374.4530654226753,68934.3019997898,21864.214138485368,17710.013452173145,6000.000000000049,0.7674861111111111,0.7548755953857194,4.547473508864641e-13,4.3655745685100555e-11,causal_sequential_exact_plan
83,2025-03-25,6000.000000000049,41620.104318694204,46811.4976563501,41903.1449237285,3733.0925126813245,45636.23743640982,0.00817241804020454,0.028199811896363405,0.03917963852576563,0,30,964.7798383682206,118053.16781666665,57103.043099999995,54865.76651262079,2237.276587379215,1931.7852986772455,147.0711592917712,68503.48171742113,22115.809440918172,17913.805647143716,6000.000000000049,0.7712756944444445,0.7405013303559423,2.5011104298755527e-11,1.4551915228366852e-11,causal_sequential_exact_plan
84,2025-03-26,6000.000000000049,45889.71994251731,55146.610189905856,44163.10385600083,496.38682469178883,44659.49068069262,0.0012494270021927113,0.08983315471508543,0.0977223255384295,0,30,147.06334025636286,117704.62779999999,62112.07293333333,56042.33672227546,6069.736211057875,6540.77811953275,396.5101107382992,72810.29081387003,22935.657084898936,18577.882238768136,6000.000000000053,0.7566111111111112,0.7645504042051248,9.094947017729282e-13,3.637978807091713e-11,causal_sequential_exact_plan
85,2025-03-27,6000.000000000053,43133.71507537309,53884.78481289563,41768.32496614143,1943.5521170745383,43711.87708321597,0.004419967385856508,0.05842828034028411,0.039381765540300775,0,30,521.3466378576982,117952.59836666666,59235.60896666667,56902.80610270446,2332.802863962205,4033.5773020022934,363.23594057563787,69034.67427949086,21628.502162149685,17519.086751341245,6000.000000000054,0.7664159722222222,0.7563972467858757,9.094947017729282e-13,2.1827872842550278e-11,causal_sequential_exact_plan
86,2025-03-28,6000.000000000054,15707.146842131926,17839.898804494554,12154.419714510517,1231.1614501448828,13385.5811646554,0.005812601025133556,0.05245589202165351,0.24875630002583884,0,30,417.8781601128897,71891.76726666666,61069.8865,45878.36749126207,15191.519008737925,1612.0502512746132,483.96636767373985,30731.538234240063,16000.00000000006,12960.000000000047,6000.000000000054,0.5747680555555555,0.7303248004164292,4.547473508864641e-13,3.637978807091713e-12,causal_sequential_exact_plan
87,2025-03-29,6000.000000000054,12044.645154403635,14761.573271189145,12588.820065074982,442.5511249346921,13031.371190009675,0.0019801806203715404,0.03714403797230095,0.2884903876363622,0,30,142.80721541407087,72118.27746666667,64411.06828333333,45829.09422620231,18581.974057131025,1176.63944975131,705.3606668804706,31677.747331314742,19207.216787540397,15557.845597907726,6000.000000000049,0.5630868055555556,0.5515836599778698,6.366462912410498e-12,1.0913936421275139e-11,causal_sequential_exact_plan
88,2025-03-30,6000.000000000049,29424.102630132056,37450.533412654346,39246.94873615924,3463.080448483028,42710.02918464227,0.00700109877474704,0.052441393634395754,0.055182466674896145,0,30,826.0925905530723,117994.70585,62649.086149999996,59191.955041314926,3457.1311086850724,3470.9849738856647,391.68782503918385,66187.88581562566,22887.130518783255,18538.575720214438,6000.00000000005,0.7520270833333333,0.535005388974121,3.296918293926865e-12,2.9103830456733704e-11,causal_sequential_exact_plan
89,2025-03-31,6000.00000000005,42904.3907654759,51679.34418892472,41306.69580604569,895.6436123599037,42202.339418405594,0.0021945538572015026,0.04558530214163433,0.06756433637636722,0,30,256.92885356348916,117075.66561666667,60124.27613333333,56062.01931627521,4062.2568170581208,3119.0932164532974,292.1249976109183,68423.22129975623,22396.24020454759,18140.954565683547,6000.00000000005,0.7607041666666667,0.7631029976203774,1.1368683772161603e-12,1.4551915228366852e-11,causal_sequential_exact_plan
